128 4 4 0.0 0.0 1.72 0.1863572 0.0746667 1.4569357 -10.5566099 31.8699087 0.9075692 0.0009095 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
1536 8 8 0.0 0.0 13.87 0.0048148 0.0653143 1.2840962 0.3686979 0.100191 0.0024639 0.0041813 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
1664 8 8 0.0 0.0 15.24 0.0052905 0.0579057 1.2695597 0.2888282 0.0668607 0.0030801 0.0048369 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
1792 8 8 0.0 0.0 16.5 0.0045042 0.0599895 1.260152 0.2319948 0.0343814 0.0021283 0.0037335 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
1920 8 8 0.0 0.0 17.55 0.0040175 0.0598563 1.3449498 0.194359 0.0239709 0.0020452 0.0034582 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
2048 8 8 0.0 0.0 18.46 0.0047104 0.0529319 1.2735463 0.1539029 0.0194881 0.0025261 0.0042225 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
2176 9 9 0.0 0.0 19.29 0.0066018 0.0452236 1.2337777 0.1321437 0.0234441 0.0037956 0.006048 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
2304 9 9 0.0 0.0 20.09 0.0051448 0.0440781 1.2121037 0.1130239 0.0163197 0.0028505 0.0046876 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
2432 9 9 0.0 0.0 20.76 0.0041034 0.0487348 1.1947 0.096296 0.010335 0.0020081 0.0033496 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
2560 9 9 0.0 0.0 21.36 0.0044139 0.0462952 1.2510336 0.080826 0.0098113 0.0024777 0.0041058 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
2688 9 9 0.0 0.0 21.97 0.0047015 0.0409102 1.3621352 0.0602935 0.0070958 0.0026704 0.0039501 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
2816 9 9 0.0 0.0 22.51 0.0040623 0.0467295 1.4234945 0.0501237 0.0040888 0.0022806 0.0033167 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
2944 9 9 0.0 0.0 22.98 0.0044359 0.0430762 1.5132216 0.0421612 0.0043482 0.0023568 0.0034088 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
3072 9 9 0.0 0.0 23.43 0.0051033 0.0391828 1.4370587 0.0324757 0.0040796 0.0025774 0.0039341 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
3200 10 10 0.0 0.0 23.87 0.0054674 0.0363305 1.4212634 0.0278376 0.004228 0.002881 0.0039317 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
3328 10 10 0.0 0.0 24.16 0.0059425 0.0351663 1.3785112 0.0169732 0.0042725 0.003384 0.0044526 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
3456 10 10 0.0 0.0 24.38 0.0065973 0.0339355 1.3386832 0.0069497 0.0032371 0.0035125 0.0043091 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
3584 10 10 0.0 0.0 24.58 0.0063201 0.0348711 1.3872654 0.0009065 0.0033053 0.0038983 0.0038396 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
3712 10 10 0.0 0.0 24.85 0.0061566 0.0331702 1.3210832 0.0061157 0.0028612 0.0032773 0.0034899 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
3840 12 12 0.0 0.0 25.0 0.0066203 0.0313601 1.427113 0.0073076 0.0030892 0.0033058 0.0036879 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
3968 12 12 0.0 0.0 25.1 0.0065696 0.0348728 1.3432748 0.004321 0.0026722 0.0033418 0.0034963 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
4096 12 12 0.0 0.0 25.27 0.0064033 0.0336594 1.4555385 0.0045705 0.0020619 0.0029737 0.0031323 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
4224 12 12 0.0 0.0 25.33 0.0059022 0.0330456 1.5013147 0.0002032 0.0019945 0.0031862 0.0029439 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
4352 12 12 0.0 0.0 25.34 0.0051733 0.0330436 1.3723141 0.0042578 0.0016582 0.0027606 0.0026787 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
4480 12 12 0.0 0.0 25.43 0.0050304 0.033457 1.4145648 0.0050913 0.001394 0.0025091 0.002543 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
4608 12 12 0.0 0.0 25.51 0.0047688 0.031087 1.3170656 0.0051285 0.0013691 0.0024837 0.0025417 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
4736 12 12 0.0 0.0 25.54 0.0049298 0.0313235 1.2714775 0.0045365 0.0012254 0.002312 0.0023249 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
4864 13 13 0.0 0.0 25.68 0.0043834 0.0299744 1.3635568 0.0053168 0.0010698 0.0021513 0.0021178 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
4992 13 13 0.0 0.0 25.74 0.0041786 0.0320981 1.368217 0.0049487 0.0011498 0.0021703 0.0020453 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
5120 14 14 0.0 0.0 25.84 0.0038948 0.0294456 1.4708265 0.0047919 0.0008277 0.0019574 0.0019653 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
5248 14 14 0.0 0.0 25.98 0.0036742 0.02981 1.3966155 0.0060778 0.0009057 0.0018236 0.0018114 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
5376 14 14 0.0 0.0 26.13 0.0034889 0.0298731 1.3916896 0.0024964 0.0007117 0.0018453 0.0018287 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
5504 14 14 0.0 0.0 26.28 0.0035258 0.0291513 1.4495555 0.0043859 0.0006998 0.0017257 0.0018131 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
5632 14 14 0.0 0.0 26.37 0.0035109 0.0257621 1.2916847 0.000565 0.0007141 0.0019926 0.0019542 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
5760 14 14 0.0 0.0 26.43 0.0039631 0.0288692 1.3438337 -0.0028486 0.0007491 0.0021508 0.0019016 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
5888 14 14 0.0 0.0 26.47 0.0038264 0.0279188 1.3650654 -0.0053169 0.000671 0.0022396 0.0018136 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
6016 14 14 0.0 0.0 26.54 0.003539 0.0270436 1.4218465 -0.0032398 0.0008282 0.002246 0.0017822 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
6144 15 15 0.0 0.0 26.6 0.0033237 0.0280499 1.4183079 0.0033754 0.0005646 0.0016445 0.0015375 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
6272 15 15 0.0 0.0 26.59 0.0031506 0.0272846 1.3625398 0.0020441 0.0005411 0.0015783 0.0017568 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
6400 15 15 0.0 0.0 26.58 0.0033293 0.0269937 1.3911396 0.0014296 0.0004724 0.001529 0.001622 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
6528 15 15 0.0 0.0 26.63 0.0033833 0.0275464 1.3712044 -0.001729 0.000485 0.0016946 0.0015565 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
6656 15 15 0.0 0.0 26.63 0.0032194 0.0276507 1.3808785 0.0007493 0.000416 0.001451 0.0014918 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
6784 15 15 0.0 0.0 26.61 0.0029652 0.0273243 1.4672759 -0.0021687 0.0004256 0.0016165 0.001569 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
6912 15 15 0.0 0.0 26.63 0.0030815 0.0262222 1.4744292 -0.0004235 0.0004267 0.0014941 0.0016374 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
7040 15 15 0.0 0.0 26.62 0.0033032 0.0251231 1.3985945 -0.0007337 0.0004778 0.0015277 0.0015839 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
7168 16 16 0.0 0.0 26.62 0.0034488 0.0275482 1.3661162 -0.0007767 0.0005186 0.0015729 0.0015908 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
7296 16 16 0.0 0.0 26.63 0.0032997 0.027688 1.4075834 -0.0006874 0.0005467 0.0016885 0.0018639 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
7424 16 16 0.0 0.0 26.64 0.0032598 0.026493 1.5132837 -0.00414 0.0004261 0.0016509 0.0015712 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
7552 16 16 0.0 0.0 26.61 0.003407 0.025755 1.5533682 -0.0056186 0.0004673 0.001809 0.001658 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
7680 16 16 0.0 0.0 26.57 0.0036403 0.0263658 1.6958048 -0.0011272 0.0004792 0.001604 0.0018373 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
7808 17 17 0.0 0.0 26.49 0.0035828 0.0263729 1.5393867 -0.0038348 0.0005218 0.0017702 0.0018489 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
7936 17 17 0.0 0.0 26.4 0.0031513 0.0262103 1.6005162 -0.0047323 0.0005082 0.0017999 0.0015824 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
8064 17 17 0.0 0.0 26.36 0.0033668 0.0245148 1.3827171 -0.0004289 0.0005125 0.0015117 0.0016056 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
8192 18 18 0.0 0.0 26.39 0.0036266 0.0278011 1.6290623 -0.0030314 0.000427 0.0015832 0.0012759 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
8320 19 19 0.0 0.0 26.35 0.0032322 0.0247224 1.7550496 -0.0054278 0.0004189 0.0017233 0.0016911 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
8448 19 19 0.0 0.0 26.35 0.0030118 0.0243934 1.6194379 -0.0056129 0.0004136 0.0017071 0.0013199 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
8576 19 19 0.0 0.0 26.36 0.0031231 0.022891 1.4270374 -0.0035269 0.0003738 0.0015236 0.0015508 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
8704 19 19 0.0 0.0 26.36 0.0030418 0.0234647 1.4420009 -0.0012121 0.0003591 0.0013961 0.0014442 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
8832 19 19 0.0 0.0 26.39 0.0025719 0.0239784 1.4265194 -0.0024372 0.00034 0.0014394 0.0012872 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
8960 19 19 0.0 0.0 26.45 0.0027583 0.0242255 1.5547035 0.0011245 0.0003596 0.001271 0.00108 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
9088 19 19 0.0 0.0 26.47 0.0026535 0.0229447 1.7387003 -0.0041971 0.0003407 0.001522 0.0012806 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
9216 20 20 0.0 0.0 26.49 0.00252 0.0209995 1.6067198 0.0004831 0.0003748 0.0012787 0.0010606 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
9344 20 20 0.0 0.0 26.47 0.0025342 0.0216669 1.5744251 -0.001558 0.0003532 0.0013412 0.0009859 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
9472 20 20 0.0 0.0 26.54 0.0024124 0.0199921 1.4648702 -0.0004729 0.0002998 0.0012087 0.0011018 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
9600 20 20 0.0 0.0 26.71 0.0022418 0.0194186 1.4745665 0.0011502 0.0003334 0.0011349 0.0009664 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
9728 21 21 0.0 0.0 26.67 0.0026528 0.0222544 1.4871788 -0.0011276 0.0003061 0.0012533 0.0009413 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
9856 21 21 0.0 0.0 26.65 0.0024385 0.0221806 1.4858806 -0.0067356 0.0003172 0.0015856 0.0009427 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
9984 22 22 0.0 0.0 26.73 0.0022684 0.0222374 1.5312535 -0.0013653 0.0002549 0.0012221 0.0009144 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
10112 22 22 0.0 0.0 26.68 0.0021513 0.0228102 1.6137891 -0.0003787 0.0001724 0.0010503 0.0008294 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
10240 22 22 0.0 0.0 26.63 0.0021037 0.0211094 1.5480656 -2.27e-05 0.0001749 0.0010057 0.0007824 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
10368 22 22 0.0 0.0 26.63 0.0022344 0.0213509 1.5799325 0.0002459 0.0003056 0.0011216 0.001009 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
10496 23 23 0.0 0.0 26.56 0.002128 0.0229406 1.511153 -0.0024214 0.0002272 0.0011922 0.00081 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
10624 23 23 0.0 0.0 26.57 0.0020281 0.0217313 1.5148718 -0.001005 0.0001895 0.0010278 0.0008165 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
10752 23 23 0.0 0.0 26.46 0.0020658 0.0239409 1.6021726 0.0002692 0.0001739 0.0009328 0.0008069 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
10880 23 23 0.0 0.0 26.47 0.0022627 0.020993 1.5234042 -0.0029432 0.000243 0.0012224 0.0008596 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
11008 24 24 0.0 0.0 26.49 0.0020937 0.0193926 1.6514882 4e-06 0.0002499 0.0010533 0.0007641 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
11136 25 25 0.0 0.0 26.51 0.0021932 0.0212666 1.7859654 0.0002442 0.0002532 0.0010144 0.0008879 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
11264 27 27 0.0 0.0 26.45 0.0021194 0.0223572 1.8069927 -0.004183 0.0001975 0.0011516 0.0010417 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
11392 27 27 0.0 0.0 26.42 0.0021613 0.0217832 1.6405379 -0.0014667 0.0001951 0.0010207 0.0009961 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
11520 27 27 0.0 0.0 26.33 0.0020329 0.0208267 1.7013535 -0.0019821 0.0001795 0.0009946 0.0008188 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
11648 27 27 0.0 0.0 26.36 0.0019959 0.0194287 1.8030437 -0.003626 0.0001502 0.0010487 0.000774 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
11776 27 27 0.0 0.0 26.33 0.0021533 0.0203334 1.9207483 -0.0029845 0.000194 0.0011257 0.000921 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
11904 27 27 0.0 0.0 26.25 0.0019799 0.0194973 1.6630987 -0.0028081 0.0002256 0.0010112 0.0009726 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
12032 27 27 0.0 0.0 26.22 0.0021866 0.019566 1.6573638 -0.0010065 0.0002101 0.0009754 0.0008817 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
12160 27 27 0.0 0.0 26.17 0.0021762 0.0208033 1.7651397 -0.0018817 0.0001695 0.0009668 0.0008986 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
12288 28 28 0.0 0.0 26.12 0.0020628 0.0190652 1.6527001 -0.0031508 0.0001452 0.000979 0.0007752 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
12416 28 28 0.0 0.0 26.11 0.0020029 0.0208533 1.5848665 -0.0045956 0.0001604 0.0010958 0.0007968 0.0 0.0 0.0  {'prev_level_seed': 1434825276, 'prev_level_complete': 0, 'level_seed': 1434825276, 'raw_score': 0.0, 'normalised_score': 0.0} 
