128 0 0 0.0 0.0 97.03 0.1027096 1.2190806 0.5282684 -5.5414203 3.6676469 0.3720914 0.0081378 0.0 55.0865106 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 93.87 0.0885263 1.1903006 0.487586 -0.2355284 0.6963878 0.0750634 0.0215603 0.0 82.5545725 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 93.27 0.0490504 1.1325387 0.534107 0.4364995 0.5968282 0.0379414 0.0240437 0.0 90.8799358 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 0 0 0.0 0.0 92.68 0.0329421 1.098358 0.5704376 0.5834096 0.4168595 0.0217856 0.0144453 0.0 93.5248333 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 0 0 0.0 0.0 95.13 0.0244826 1.075317 0.6113592 0.5279606 0.2679696 0.0148315 0.0099748 0.0 94.8067157 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 0 0 0.0 0.0 100.7 0.0194563 1.0496847 0.6532899 0.5006827 0.2247376 0.0122377 0.0080128 0.0 96.0186563 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 0 0 0.0 0.0 102.99 0.0163442 1.0265476 0.6922644 0.4526183 0.156898 0.0094003 0.005934 0.0 96.7155018 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 1 1 0.0 0.0 102.98 0.0143474 1.0160479 0.7233164 0.4199926 0.1316063 0.0079314 0.0045046 0.0 96.6608123 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 1 1 0.0 0.0 102.67 0.012939 1.0093571 0.7496809 0.3551676 0.0889794 0.0073217 0.0043115 0.0 97.0805546 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 1 1 0.0 0.0 103.53 0.0118973 1.0074285 0.7963246 0.3078055 0.0604271 0.0061291 0.0036873 0.0 96.8104357 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 2 2 0.0 0.0 104.85 0.0109456 0.9965156 0.8119756 0.239472 0.0448556 0.005762 0.0034394 0.0 97.1858364 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 2 2 0.0 0.0 103.83 0.0105327 0.9911631 0.8457918 0.1902079 0.0361099 0.0055066 0.0033899 0.0 96.9282407 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 2 2 0.0 0.0 103.84 0.0101286 0.9909358 0.8733572 0.1695674 0.0258202 0.0052678 0.003 0.0 97.2071445 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1792 2 2 0.0 0.0 105.43 0.0098204 0.991666 0.8693421 0.1430219 0.0202442 0.0052264 0.003019 0.0 97.5026387 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1920 2 2 0.0 0.0 106.96 0.0095553 0.9828536 0.8802958 0.1211156 0.0178414 0.0054822 0.0028844 0.0 97.606844 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
