128 0 0 0.0 0.0 28.81 0.0113178 0.1981597 1.217314 -1.2656815 0.799547 0.0991233 0.1030599 0.0 65.5716565 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 28.58 0.0112956 0.1136366 1.3776254 -0.1658076 0.2943457 0.0269114 0.0348601 0.0 87.6657444 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 29.09 0.008688 0.0899646 1.5288288 0.1301126 0.138327 0.0077452 0.0052464 0.0 90.4441516 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
512 0 0 0.0 0.0 28.87 0.0068638 0.0817762 1.6309147 0.1963534 0.1014679 0.004737 0.0021232 0.0 91.4743024 0.0  {'room_id': 1, 'explored_rooms': 2, 'raw_score': 0.0} 
640 1 1 25.0 0.1 30.53 0.006007 0.0836775 1.6187678 0.3857008 0.1837275 0.0037399 0.0015983 0.0 91.3538695 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 25.0} 
768 1 1 25.0 0.1 29.11 0.0054403 0.0921842 1.5726275 0.1235668 0.0712316 0.0036893 0.0020536 0.0 90.9562961 0.0  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 25.0} 
896 1 1 25.0 0.1 29.67 0.0051417 0.0737971 1.459541 0.1165809 0.0489186 0.0031454 0.0016381 0.0 92.9366387 0.0  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 25.0} 
1024 1 1 25.0 0.1 35.03 0.0056299 0.0754345 1.4359426 0.0859619 0.0482025 0.0025752 0.0012441 0.0 92.2941936 0.0  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 25.0} 
1152 1 1 25.0 0.1 38.43 0.0061924 0.0712699 1.3760377 0.0922461 0.0449917 0.0030872 0.0015761 0.0 92.6948875 0.0  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 25.0} 
1280 2 2 47.5 0.19 39.33 0.0043311 0.0837524 1.4628915 0.1369532 0.0352174 0.0021422 0.0011429 0.0 91.8042208 0.0  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 47.5} 
1408 2 2 47.5 0.19 37.29 0.004772 0.0730623 1.3426933 0.0607535 0.0201534 0.0026516 0.0013555 0.0 93.2855871 0.0  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 47.5} 
1536 2 2 47.5 0.19 37.68 0.0041359 0.063276 1.3498772 0.0115399 0.0272081 0.0029367 0.0012537 0.0 94.4748503 0.0  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 47.5} 
1664 2 2 47.5 0.19 39.72 0.0037186 0.0656548 1.3766495 0.0233437 0.0197962 0.0021996 0.0009027 0.0 93.8691281 0.0  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 47.5} 
1792 2 2 47.5 0.19 46.73 0.0038298 0.065213 1.4139771 0.06269 0.0186952 0.0017878 0.0008959 0.0 93.7647162 0.0  {'room_id': 1, 'explored_rooms': 3, 'raw_score': 47.5} 
1920 3 3 42.75 0.171 49.75 0.0030426 0.075077 1.4654352 0.0388759 0.0106136 0.0018513 0.000908 0.0 93.1391332 0.0  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 42.75} 
2048 3 3 42.75 0.171 50.97 0.0034676 0.0741056 1.4622597 0.0082318 0.0116973 0.0016794 0.0009821 0.0 92.8957605 0.0  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 42.75} 
2176 3 3 42.75 0.171 49.58 0.0037062 0.0666808 1.4589363 0.0007241 0.012249 0.0019932 0.0008863 0.0 94.0908145 0.0  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 42.75} 
2304 3 3 42.75 0.171 51.35 0.0036807 0.0674474 1.5274477 0.0166276 0.0124017 0.0016745 0.0007595 0.0 93.7645324 0.0  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 42.75} 
