128 0 0 0.0 0.0 10.11 0.0401286 0.0564282 0.9166115 -4.271321 2.1117102 0.2884454 0.0218432 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 19.11 0.0219823 0.0421452 1.0875796 -0.1631285 0.4020193 0.0559206 0.0153567 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 27.36 0.0139037 0.034838 1.1883691 0.4104468 0.2974946 0.0213586 0.0078268 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 1 1 0.0 0.0 34.76 0.0102279 0.0313023 1.3083486 0.4567869 0.2168974 0.0137604 0.0063258 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 1 1 0.0 0.0 41.39 0.0085107 0.0291291 1.463483 0.4132258 0.1513005 0.0106852 0.005038 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 1 1 0.0 0.0 46.98 0.006728 0.0263947 1.5721179 0.3753992 0.1006961 0.0080322 0.0037412 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 1 1 0.0 0.0 52.01 0.0058078 0.0261145 1.5849336 0.3130581 0.0726661 0.0069093 0.0034339 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 2 2 0.0 0.0 56.46 0.0053159 0.0245229 1.6636132 0.2626832 0.0552104 0.0059653 0.0034139 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 2 2 0.0 0.0 60.09 0.0048069 0.0232308 1.6482431 0.2346707 0.0417364 0.0051842 0.0027388 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 2 2 0.0 0.0 63.63 0.0041355 0.0237877 1.6946401 0.1892014 0.0276066 0.0045779 0.0024365 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 2 2 0.0 0.0 66.99 0.0040248 0.0240183 1.8022644 0.1559214 0.0201849 0.0043814 0.0024232 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 2 2 0.0 0.0 70.03 0.0034786 0.0224376 1.8396577 0.1358984 0.0164826 0.0041548 0.0022747 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 2 2 0.0 0.0 72.93 0.00329 0.0226761 1.8519919 0.1165131 0.0119871 0.0036527 0.002034 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1792 2 2 0.0 0.0 75.67 0.0031575 0.0229204 1.8705512 0.095574 0.0085799 0.0035387 0.0022431 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1920 2 2 0.0 0.0 78.11 0.0028225 0.0229156 1.8384461 0.0809108 0.0070538 0.0032345 0.0018907 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2048 2 2 0.0 0.0 80.21 0.0028118 0.0240088 1.8731986 0.0686763 0.0058461 0.0031154 0.0020804 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2176 2 2 0.0 0.0 82.18 0.0028726 0.0229618 1.8971214 0.0565807 0.0047934 0.0033126 0.0022322 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2304 2 2 0.0 0.0 83.96 0.0032747 0.025371 1.9832114 0.0447886 0.0042229 0.003654 0.0029674 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2432 2 2 0.0 0.0 85.71 0.0032407 0.0243813 2.116358 0.0370864 0.0043016 0.0035657 0.003385 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2560 2 2 0.0 0.0 87.07 0.0032714 0.0253908 2.2231481 0.0289247 0.003465 0.0037224 0.0032552 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2688 3 3 0.0 0.0 88.44 0.0032453 0.0259829 2.3034903 0.0275143 0.0028974 0.0033506 0.0025382 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2816 3 3 0.0 0.0 89.64 0.0033038 0.0246638 2.2611979 0.013826 0.0026552 0.003802 0.0029415 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2944 3 3 0.0 0.0 90.91 0.0032405 0.0250667 2.3628803 0.0095071 0.0025289 0.0037905 0.0028128 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3072 4 4 0.0 0.0 92.22 0.0035454 0.0253511 2.4473026 -0.0036158 0.0094587 0.0046345 0.0079684 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3200 4 4 0.0 0.0 93.13 0.0033598 0.0252075 2.4550461 0.0009574 0.0028919 0.0040208 0.0028082 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3328 4 4 0.0 0.0 93.86 0.0033144 0.022766 2.4289374 0.0092423 0.002273 0.003605 0.0021466 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3456 4 4 0.0 0.0 94.51 0.0031624 0.0224836 2.4434347 0.0036914 0.0022762 0.0034773 0.0023034 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3584 5 5 0.0 0.0 95.31 0.0029747 0.0203795 2.5491065 0.0070505 0.0016505 0.0031753 0.0017182 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3712 5 5 0.0 0.0 95.76 0.0030959 0.0206153 2.3375699 0.006519 0.0015282 0.0031672 0.0018495 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3840 5 5 0.0 0.0 96.17 0.0029614 0.0204706 2.2618811 -0.0020122 0.0113405 0.0032735 0.0033665 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
