128 0 0 0.0 0.0 42.08 0.0849835 1.2603444 0.9593176 -5.7036012 3.8121828 0.3828074 0.0073506 0.0 67.4347944 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 43.38 0.0725493 1.244285 1.0357434 -0.132532 0.6657737 0.0672214 0.0150297 0.0 91.4274691 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 49.48 0.0512463 1.1789638 1.3361204 0.3938153 0.5113895 0.0352366 0.0223883 0.0 94.8884235 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 1 1 0.0 0.0 54.6 0.0376901 1.1205531 1.9721883 0.4914893 0.4214257 0.0251105 0.0164139 0.0 95.7497279 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 1 1 0.0 0.0 54.91 0.0277698 1.0877281 2.6705821 0.4466499 0.2399935 0.0173126 0.0097285 0.0 96.2815106 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 1 1 0.0 0.0 54.73 0.0226617 1.0691056 3.273366 0.3867682 0.1560899 0.0136134 0.0084283 0.0 96.1271278 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 1 1 0.0 0.0 54.57 0.0193012 1.0512224 3.5726775 0.3487118 0.1243326 0.0117097 0.0072926 0.0 95.5557912 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 1 1 0.0 0.0 55.03 0.0170751 1.0414237 3.6869563 0.3054758 0.0820245 0.0092716 0.0053923 0.0 96.345225 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 2 2 0.0 0.0 54.56 0.0152809 1.0385899 3.7345928 0.2726338 0.0691741 0.0087072 0.0046113 0.0 96.6400039 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 2 2 0.0 0.0 55.51 0.0143966 1.0238978 3.8397716 0.2584669 0.0541435 0.0076513 0.0042664 0.0 96.4769619 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 2 2 0.0 0.0 55.2 0.0134574 1.0196055 3.7535343 0.2206537 0.039989 0.0069291 0.0042985 0.0 97.2472458 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 2 2 0.0 0.0 55.35 0.0128908 1.0227943 3.7919253 0.1912883 0.0339621 0.0065596 0.0038558 0.0 97.0331958 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 2 2 0.0 0.0 55.36 0.0127797 1.0113401 3.8401627 0.1541756 0.0292287 0.0068135 0.0041419 0.0 97.8071073 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1792 2 2 0.0 0.0 55.57 0.0121868 0.999499 4.004391 0.1395696 0.0237152 0.0062325 0.0037277 0.0 97.1769121 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1920 3 3 0.0 0.0 55.84 0.0115712 0.9947824 4.17217 0.1172078 0.0163407 0.0061904 0.0041077 0.0 96.936377 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2048 3 3 0.0 0.0 55.38 0.0110475 0.9889487 4.1018071 0.1019712 0.0143361 0.0057307 0.0037161 0.0 96.9931454 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2176 3 3 0.0 0.0 55.99 0.0106528 0.9930177 4.0796064 0.0886192 0.0118832 0.0054941 0.0034455 0.0 97.2498883 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2304 3 3 0.0 0.0 55.95 0.0104385 0.9836081 4.0229 0.0738979 0.0086285 0.0054955 0.0039723 0.0 97.523888 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2432 3 3 0.0 0.0 56.98 0.0104574 0.9784556 4.0018306 0.0566065 0.0073384 0.0055983 0.0037376 0.0 96.7195712 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2560 3 3 0.0 0.0 57.12 0.0104591 0.9678047 3.9322009 0.0514806 0.0061929 0.0052716 0.0035355 0.0 97.5270408 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2688 3 3 0.0 0.0 56.68 0.0099426 0.9724938 3.9546321 0.043025 0.0050689 0.005194 0.0034634 0.0 97.5797265 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2816 3 3 0.0 0.0 57.84 0.0101659 0.9614165 3.9497865 0.0379206 0.0055515 0.005006 0.0031312 0.0 97.7941786 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2944 3 3 0.0 0.0 56.19 0.0096566 0.9609034 3.9157907 0.0284835 0.0046573 0.005005 0.0032279 0.0 97.7438578 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3072 3 3 0.0 0.0 56.52 0.0102112 0.9548158 3.9337159 0.0178289 0.005012 0.0054915 0.0046747 0.0 97.5031852 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3200 4 4 0.0 0.0 56.64 0.0099541 0.9537226 4.046407 0.0205215 0.004509 0.0050385 0.0041722 0.0 97.646591 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3328 4 4 0.0 0.0 56.01 0.0097342 0.945476 4.0894915 0.0174467 0.0045077 0.0050992 0.0037195 0.0 96.9414891 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
