128 0 0 0.0 0.0 54.7 0.4320391 1.3277121 18.4286189 -0.2789527 0.0069477 0.0211313 0.0010885 0.0 50.9724173 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 53.54 0.3557252 1.2858932 9.2725497 -1.666436 0.3293608 0.117736 0.0304923 0.0 86.4008763 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 54.94 0.5650432 1.197265 7.565543 -2.0123898 0.6667416 0.166065 0.0444765 0.0 94.6125498 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 0 0 0.0 0.0 54.23 0.6798847 1.135271 7.2817937 -3.9489652 2.4164716 0.3298877 0.064619 0.0 96.1762673 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 1 1 0.0 0.0 53.7 0.6865938 1.1022865 6.9653314 -3.3993696 3.415423 0.3383488 0.0738697 0.0 96.2505142 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 1 1 0.0 0.0 54.45 0.6536486 1.0816785 6.4833015 -2.9575927 4.1627762 0.3469178 0.0748164 0.0 96.8248047 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 1 1 0.0 0.0 55.03 0.6202561 1.0531156 5.7558731 -2.8191939 5.4184906 0.372458 0.0747516 0.0 96.9106347 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 1 1 0.0 0.0 56.14 0.5522805 1.0353967 5.2628459 -0.9791404 5.7614336 0.2845589 0.0618693 0.0 97.2300145 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 1 1 0.0 0.0 55.08 0.5189905 1.018389 5.0362897 -0.4356233 5.818979 0.2551974 0.0638449 0.0 97.1058947 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 1 1 0.0 0.0 55.23 0.4989839 1.0145733 4.8604775 -0.3877384 5.4835178 0.25096 0.0594342 0.0 96.9591313 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 2 2 0.0 0.0 55.81 0.4252101 1.0057151 4.2262181 -0.0156198 6.0661206 0.2400496 0.0475868 0.0 97.0857119 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
