128 0 0 0.0 0.0 5.95 0.0755656 0.1358289 1.7566895 -2.3181499 0.5434082 0.1547782 0.0032964 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 11.3 0.0269709 0.0889393 1.1504979 -0.0096352 0.0977132 0.0234839 0.004056 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 1 1 0.0 0.0 16.46 0.016073 0.071136 1.0568772 0.2696923 0.0653345 0.0064644 0.0022526 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 1 1 0.0 0.0 21.79 0.0117299 0.064388 1.0748502 0.2673653 0.0463755 0.0036293 0.0015496 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 1 1 0.0 0.0 27.17 0.0094354 0.0595853 1.1086001 0.2313199 0.0347582 0.0027196 0.0011334 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 1 1 0.0 0.0 32.24 0.0079776 0.0535519 1.1295167 0.1863713 0.0191546 0.0023204 0.0010337 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 2 2 0.0 0.0 37.82 0.0070375 0.0539092 1.1772336 0.1590894 0.0136326 0.0018596 0.0008235 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 2 2 0.0 0.0 43.56 0.0062509 0.051731 1.204893 0.1331834 0.00925 0.0017783 0.0008421 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 2 2 0.0 0.0 49.03 0.0055286 0.0476897 1.1893022 0.1095267 0.0072202 0.0013887 0.0006819 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 2 2 0.0 0.0 54.06 0.0048698 0.0447321 1.2167242 0.0867669 0.0051412 0.0013228 0.0007386 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 3 3 0.0 0.0 58.85 0.0044799 0.0473575 1.27051 0.0722195 0.0036378 0.0013864 0.0007561 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 3 3 0.0 0.0 63.14 0.0046429 0.0471742 1.2572381 0.0616737 0.0025499 0.0012153 0.0006917 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 3 3 0.0 0.0 67.21 0.0045745 0.0447302 1.2639252 0.050165 0.0019503 0.0011161 0.0006069 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1792 3 3 0.0 0.0 70.95 0.0039144 0.0437198 1.3558004 0.0415503 0.0015329 0.0011108 0.0006128 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1920 3 3 0.0 0.0 74.26 0.0036452 0.0424367 1.287138 0.037315 0.0010973 0.0009288 0.0004921 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2048 3 3 0.0 0.0 77.4 0.0038417 0.0423485 1.4133398 0.0325137 0.0008947 0.000874 0.0005542 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2176 3 3 0.0 0.0 80.12 0.0035106 0.041926 1.4063153 0.0263274 0.0007093 0.0008409 0.0004648 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2304 3 3 0.0 0.0 82.28 0.0034303 0.0390253 1.3969412 0.0229132 0.0005749 0.0008118 0.0004905 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
