128 1 1 0.0 0.0 2.25 0.1802902 0.0721501 1.5335039 -13.0839542 28.0099661 0.9071722 0.0024766 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
4352 15 15 0.0 0.0 26.47 0.0072273 0.0187379 1.3662901 0.0149976 0.0195685 0.0039152 0.0070856 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
4480 16 16 0.0 0.0 26.47 0.0064284 0.0186558 1.4411761 0.0133386 0.0105437 0.003285 0.0042338 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
4608 16 16 0.0 0.0 26.56 0.005872 0.0165078 1.4218175 0.0035973 0.0111131 0.003168 0.0048468 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
4736 18 18 0.0 0.0 26.63 0.0068534 0.0175041 1.4759753 -0.0019875 0.0151885 0.0036506 0.0064643 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
4864 18 18 0.0 0.0 26.73 0.0063582 0.017582 1.5312482 0.01304 0.0117933 0.0033603 0.0050117 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
4992 18 18 0.0 0.0 26.78 0.0066054 0.015447 1.5648494 -0.0009202 0.0162503 0.0035536 0.0058494 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
5120 18 18 0.0 0.0 26.87 0.0066054 0.0163109 1.5353104 0.0119502 0.0122737 0.0033709 0.0051928 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
5248 18 18 0.0 0.0 26.93 0.0066168 0.0167014 1.548543 0.0031575 0.0109191 0.0036915 0.0048968 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
5376 19 19 0.0 0.0 26.93 0.0060071 0.0155244 1.5136999 -0.0004864 0.0047944 0.003394 0.0040598 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
5504 20 20 0.0 0.0 27.06 0.006293 0.0175432 1.4302589 -0.0004229 0.009851 0.00329 0.0041626 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
5632 21 21 0.0 0.0 27.13 0.0072107 0.0161127 1.4967741 -0.0048943 0.0100615 0.0039121 0.0043385 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
5760 22 22 0.0 0.0 27.22 0.00702 0.0158789 1.57188 -0.0031688 0.0114988 0.0039511 0.0039476 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
5888 23 23 0.0 0.0 27.33 0.0071717 0.015173 1.6288085 -0.0001408 0.0118808 0.0040507 0.0041669 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
6016 24 24 0.0 0.0 27.35 0.0077365 0.0152975 1.5885698 0.011428 0.0100034 0.004008 0.0047278 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
6144 24 24 0.0 0.0 27.54 0.0070271 0.0141924 1.5286202 0.0117526 0.0100391 0.0038146 0.0035788 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
6272 24 24 0.0 0.0 27.61 0.0075671 0.0153917 1.5763288 0.0188842 0.0087273 0.0036772 0.0040535 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
6400 25 25 0.0 0.0 27.73 0.0072567 0.0147543 1.5055935 0.0090898 0.0099494 0.0040394 0.0033183 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
6528 26 26 0.0 0.0 27.89 0.0077522 0.0142188 1.4618428 0.0076357 0.0108339 0.004188 0.0039069 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
6656 26 26 0.0 0.0 27.99 0.0076531 0.0135033 1.456981 0.014741 0.0082001 0.0039113 0.0032627 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
6784 27 27 0.0 0.0 28.15 0.0074652 0.0134806 1.4476217 0.0120726 0.0079906 0.0041402 0.0047721 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
6912 27 27 0.0 0.0 28.22 0.0085256 0.0136359 1.667706 0.0046419 0.0085527 0.0046671 0.007559 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
7040 28 28 0.0 0.0 28.23 0.0086257 0.0136711 1.8378403 0.0106458 0.0090049 0.004734 0.0069327 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
7168 29 29 0.0 0.0 28.21 0.007732 0.0122616 1.8595822 0.0159524 0.0089529 0.0041862 0.0053919 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
7296 29 29 0.0 0.0 28.21 0.0072629 0.0129472 1.7203607 0.0114217 0.0070984 0.0038604 0.0042463 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
7424 29 29 0.0 0.0 28.1 0.0069361 0.011398 1.6795921 0.0135743 0.0051901 0.003748 0.0043873 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
7552 29 29 0.0 0.0 28.08 0.0069308 0.0140688 1.5358112 0.0124903 0.0050192 0.0037229 0.0037409 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
7680 29 29 0.0 0.0 28.04 0.0069959 0.0131667 1.5668291 0.0114053 0.0042519 0.0037044 0.0042065 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
7808 29 29 0.0 0.0 28.11 0.0066715 0.0136114 1.5958414 0.0091133 0.004272 0.0035399 0.0036266 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
7936 30 30 0.0 0.0 28.11 0.0071153 0.0115073 1.6673036 0.0046217 0.0059982 0.0038232 0.0047795 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
8064 30 30 0.0 0.0 28.14 0.0066855 0.0143304 1.7138479 0.0102586 0.003385 0.0034124 0.0042333 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
8192 30 30 0.0 0.0 28.17 0.0074108 0.0129523 1.6708072 0.0028516 0.0059093 0.004021 0.00512 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
8320 30 30 0.0 0.0 28.31 0.0079618 0.013601 1.7257701 0.0064218 0.0051608 0.0039477 0.0052364 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
8448 30 30 0.0 0.0 28.36 0.0079464 0.0121971 1.6611368 -0.0005022 0.0097609 0.004291 0.0057451 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
8576 30 30 0.0 0.0 28.45 0.0085337 0.0121861 1.6652728 0.0006421 0.010224 0.0045638 0.0056312 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
8704 32 32 0.0 0.0 28.45 0.0093328 0.011247 1.7866642 0.0063018 0.0111879 0.0047594 0.0067717 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
8832 33 33 0.0 0.0 28.5 0.008654 0.0104721 1.8326635 0.0085589 0.0141536 0.0048224 0.0055191 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
8960 35 35 0.0 0.0 28.5 0.0089291 0.0101605 1.7818775 0.012122 0.0105627 0.0046253 0.0054772 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
9088 36 36 0.0 0.0 28.47 0.0084947 0.0114572 1.8202814 0.0024844 0.0089096 0.0046501 0.0045973 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
9216 38 38 0.0 0.0 28.4 0.0090982 0.0119415 1.8605028 0.0022566 0.0089912 0.004632 0.0048292 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
9344 39 39 0.0 0.0 28.34 0.0088779 0.0128399 1.8082895 0.006051 0.0090146 0.0049771 0.0046831 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
9472 39 39 0.0 0.0 28.24 0.008375 0.0110706 1.9068331 0.0130705 0.0078254 0.004292 0.0043839 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
9600 40 40 0.0 0.0 28.21 0.0080342 0.0115017 1.8288129 0.014125 0.0070376 0.0044118 0.0042142 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
9728 40 40 0.0 0.0 28.12 0.0085989 0.0123933 1.8157061 0.0055965 0.0070042 0.0045475 0.0048828 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
9856 43 43 0.0 0.0 28.27 0.0101417 0.012486 1.8515293 0.0024647 0.0088954 0.0052281 0.0070493 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
9984 43 43 0.0 0.0 28.28 0.0103725 0.0129816 1.9124977 -0.0005632 0.0086398 0.005436 0.0072999 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
10112 44 44 0.0 0.0 28.28 0.0097984 0.0133768 2.0065603 0.0099072 0.0062156 0.0049089 0.005469 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
10240 45 45 0.0 0.0 28.25 0.0109507 0.013864 1.8206742 -0.0025869 0.0090849 0.0056636 0.0070503 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
10368 45 45 0.0 0.0 28.22 0.0099144 0.0131114 1.8403782 -0.0028844 0.0096528 0.0053623 0.0057502 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
10496 46 46 0.0 0.0 28.25 0.0109098 0.0135868 1.8540005 0.010098 0.0106846 0.0054996 0.00648 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
10624 46 46 0.0 0.0 28.32 0.01037 0.0147651 1.8223523 0.000543 0.0081533 0.0052604 0.0056191 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
10752 46 46 0.0 0.0 28.37 0.0104923 0.0129975 1.8069339 -0.0030028 0.0076479 0.0056759 0.0060437 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
10880 46 46 0.0 0.0 28.33 0.0100043 0.0147305 1.9445139 0.0045378 0.0081028 0.0054286 0.0054957 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
11008 46 46 0.0 0.0 28.34 0.0102067 0.0105744 1.9072538 0.0033882 0.0085465 0.0056245 0.0059467 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
11136 47 47 0.0 0.0 28.28 0.0097493 0.0112754 1.9045749 0.0085046 0.0076066 0.0051302 0.0050871 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
11264 47 47 0.0 0.0 28.24 0.0097499 0.0139549 1.8692326 0.0014297 0.0086403 0.0053769 0.00644 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
11392 47 47 0.0 0.0 28.16 0.0099331 0.0114396 1.9856968 0.0081028 0.0071883 0.0053673 0.0055077 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
11520 48 48 0.0 0.0 28.05 0.0090451 0.0120014 1.9608823 0.0086187 0.0058783 0.0047749 0.00425 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
11648 48 48 0.0 0.0 27.91 0.0098689 0.0148387 2.0077585 0.0066293 0.0060645 0.0050045 0.0044224 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
11776 48 48 0.0 0.0 27.75 0.0098699 0.0123723 1.9951656 0.0066746 0.0069587 0.0053777 0.0060919 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
11904 49 49 0.0 0.0 27.59 0.0096688 0.0107867 2.0999841 0.0021848 0.0045455 0.005085 0.0045716 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
12032 49 49 0.0 0.0 27.41 0.0091342 0.0113551 2.0891474 0.0115624 0.0044186 0.0045528 0.0037941 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
12160 50 50 0.0 0.0 27.25 0.0091206 0.0119295 2.0196097 0.0071417 0.0038273 0.0047727 0.0045504 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
12288 51 51 0.0 0.0 27.14 0.0089816 0.0106375 2.0279275 0.004338 0.0051517 0.004847 0.0051903 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
12416 52 52 0.0 0.0 27.03 0.0091476 0.009887 2.090017 -0.0044284 0.0046591 0.005274 0.0055504 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
12544 52 52 0.0 0.0 27.01 0.0082948 0.0104828 2.1535531 0.0088859 0.0035753 0.0043882 0.0037164 0.0 0.0 0.0  {'prev_level_seed': 1949448038, 'prev_level_complete': 0, 'level_seed': 1949448038, 'raw_score': 0.0, 'normalised_score': 0.0} 
