128 0 0 0.0 0.0 37.6 0.009883 1.3551901 0.2599016 -1.2752169 0.8946092 0.104936 0.1100639 0.0 28.9103887 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 37.45 0.0116997 1.365339 0.4230831 -0.1270143 0.257292 0.0227918 0.0306976 0.0 41.5298663 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 37.97 0.0097079 1.3434494 0.4538233 0.1473063 0.1379236 0.0075973 0.0051272 0.0 48.1996822 0.0  {'room_id': 1, 'explored_rooms': 2, 'raw_score': 0.0} 
512 0 0 0.0 0.0 37.78 0.0100303 1.3241395 0.5363322 0.1683286 0.0919907 0.0058122 0.0032022 0.0 55.3692331 0.0  {'room_id': 1, 'explored_rooms': 2, 'raw_score': 0.0} 
640 1 1 35.0 0.2 39.3 0.0094312 1.3231903 0.6355389 0.3236935 0.1637289 0.0048902 0.002725 0.0 56.0222653 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 35.0} 
768 1 1 35.0 0.2 44.18 0.0081074 1.3269594 0.6202851 0.0900001 0.070773 0.0050567 0.0035362 0.0 54.1938004 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 35.0} 
896 1 1 35.0 0.2 45.05 0.0086286 1.2976956 0.5211302 0.0447364 0.0544253 0.0060723 0.00615 0.0 63.670124 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 35.0} 
1024 1 1 35.0 0.2 50.7 0.007084 1.2931548 0.5696259 0.0651724 0.0463052 0.0042588 0.0032745 0.0 65.4072524 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 35.0} 
1152 1 1 35.0 0.2 51.57 0.0073356 1.2785995 0.5282206 0.1074136 0.0387135 0.0041061 0.0027037 0.0 72.102405 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 35.0} 
1280 2 2 31.5 0.18000000000000002 51.57 0.0071097 1.2829144 0.5670748 0.0825501 0.0364813 0.0034298 0.0028318 0.0 65.1487455 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 31.5} 
1408 2 2 31.5 0.18000000000000002 49.23 0.0072475 1.2708861 0.5402643 0.0141841 0.0274017 0.004318 0.0040709 0.0 69.7125786 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 31.5} 
1536 2 2 31.5 0.18000000000000002 50.41 0.0076254 1.2603191 0.5312844 0.0147196 0.0232966 0.0040657 0.0023747 0.0 74.2273515 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 31.5} 
1664 2 2 31.5 0.18000000000000002 50.59 0.0084827 1.2504776 0.5865241 0.015181 0.0182334 0.0038677 0.0022157 0.0 76.5912303 0.0  {'room_id': 1, 'explored_rooms': 2, 'raw_score': 31.5} 
1792 3 3 28.35 0.16200000000000003 51.67 0.0083774 1.2447281 0.5771483 0.0119064 0.0202272 0.004114 0.0021124 0.0 76.3304572 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 28.35} 
1920 3 3 28.35 0.16200000000000003 49.98 0.0091016 1.260042 0.5633444 -0.0142357 0.0173796 0.004062 0.0036313 0.0 71.971582 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 28.35} 
2048 3 3 28.35 0.16200000000000003 50.0 0.0098986 1.2366459 0.577393 -0.0400226 0.0151035 0.0050368 0.00274 0.0 77.2641929 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 28.35} 
2176 3 3 28.35 0.16200000000000003 51.17 0.0114634 1.2267869 0.5916391 -0.0335123 0.0166111 0.0045447 0.0025015 0.0 78.4082306 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 28.35} 
2304 4 4 25.515 0.14580000000000004 50.89 0.0131172 1.2093351 0.6676036 -0.0490678 0.0145101 0.0057514 0.0032517 0.0 80.4677187 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 25.515} 
2432 4 4 25.515 0.14580000000000004 51.87 0.0159092 1.2053484 0.7091227 -0.0413388 0.0153873 0.0063518 0.0032878 0.0 81.2680101 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 25.515} 
2560 4 4 25.515 0.14580000000000004 51.59 0.0177328 1.1904157 0.8561752 -0.0798717 0.0167241 0.0085748 0.0062482 0.0 79.6793502 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 25.515} 
2688 4 4 25.515 0.14580000000000004 52.63 0.0192016 1.1789032 1.0105313 -0.1034685 0.0234551 0.0111132 0.0102123 0.0 81.6536797 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 25.515} 
2816 4 4 25.515 0.14580000000000004 53.03 0.0194346 1.173874 1.1637731 -0.0863822 0.0241299 0.0098486 0.0054878 0.0 81.9443662 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 25.515} 
2944 5 5 22.9635 0.13122000000000003 52.09 0.0232811 1.1628701 1.1781404 -0.0578961 0.0195023 0.0098482 0.005526 0.0 84.2003629 0.0  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 22.9635} 
3072 5 5 22.9635 0.13122000000000003 52.59 0.0258771 1.1602461 1.370395 -0.0818645 0.0204728 0.0116914 0.0069656 0.0 82.6840709 0.0  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 22.9635} 
3200 5 5 22.9635 0.13122000000000003 51.67 0.027224 1.1519701 1.5510043 -0.1066803 0.0201727 0.0129033 0.0084301 0.0 83.0780461 0.0  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 22.9635} 
3328 5 5 22.9635 0.13122000000000003 51.36 0.0346076 1.145662 1.7360008 -0.0805974 0.0266656 0.0128045 0.010113 0.0 84.5595449 0.0  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 22.9635} 
3456 5 5 22.9635 0.13122000000000003 50.74 0.0353484 1.1360066 1.9954489 -0.15291 0.0276647 0.0174278 0.0104591 0.0 86.1610376 0.0  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 22.9635} 
3584 6 6 70.66714999999999 0.31809800000000005 50.83 0.040942 1.1380381 2.0388622 -0.1030861 0.0318586 0.0172204 0.0139702 0.0 84.8336204 0.0  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 70.66714999999999} 
3712 6 6 70.66714999999999 0.31809800000000005 51.16 0.0429716 1.1294771 2.5317071 -0.1413544 0.0386316 0.0198249 0.014709 0.0 84.1662684 0.0  {'room_id': 0, 'explored_rooms': 4, 'raw_score': 70.66714999999999} 
3840 6 6 70.66714999999999 0.31809800000000005 50.47 0.0421114 1.1188177 2.4678001 -0.1775384 0.0432827 0.0212891 0.0151647 0.0 85.2316243 0.0  {'room_id': 3, 'explored_rooms': 4, 'raw_score': 70.66714999999999} 
3968 6 6 70.66714999999999 0.31809800000000005 50.33 0.0452274 1.1185109 2.5182402 -0.1643938 0.0464303 0.023393 0.0179603 0.0 86.376334 0.0  {'room_id': 3, 'explored_rooms': 4, 'raw_score': 70.66714999999999} 
4096 6 6 70.66714999999999 0.31809800000000005 50.46 0.0478441 1.1090591 3.1839361 -0.1505973 0.0628667 0.0245302 0.0214915 0.0 87.3744338 0.0  {'room_id': 3, 'explored_rooms': 4, 'raw_score': 70.66714999999999} 
4224 7 7 63.600435 0.28628820000000005 49.5 0.0419448 1.107399 3.6260368 -0.137415 0.0596769 0.0252001 0.0248081 0.0 85.8675175 0.0  {'room_id': 0, 'explored_rooms': 4, 'raw_score': 63.600435} 
4352 7 7 63.600435 0.28628820000000005 49.82 0.0435153 1.0970591 3.7092146 -0.103198 0.0612952 0.0226629 0.0257269 0.0 87.715338 0.0  {'room_id': 0, 'explored_rooms': 4, 'raw_score': 63.600435} 
4480 7 7 63.600435 0.28628820000000005 49.66 0.0472867 1.0957301 3.7700193 -0.0585229 0.0576973 0.0201037 0.0236701 0.0 87.7908328 0.0  {'room_id': 0, 'explored_rooms': 4, 'raw_score': 63.600435} 
4608 7 7 63.600435 0.28628820000000005 50.04 0.0499871 1.0943521 3.5254636 -0.1317737 0.0653939 0.0253417 0.0273233 0.0 88.986693 0.0  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 63.600435} 
4736 7 7 63.600435 0.28628820000000005 50.57 0.0517721 1.0895875 3.6822859 -0.1167905 0.0710554 0.0254989 0.0291385 0.0 87.5588562 0.0  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 63.600435} 
4864 7 7 63.600435 0.28628820000000005 49.67 0.0562566 1.0859176 3.5827376 -0.1197435 0.0729205 0.0265137 0.0303794 0.0 87.9809579 0.0  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 63.600435} 
