128 0 0 0.0 0.0 49.73 0.0040023 -13.5292933 24.3620795 0.921509 0.0055692  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
256 0 0 0.0 0.0 49.51 0.0029582 -10.5018502 17.6430449 0.8365024 0.2251934  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
384 0 0 0.0 0.0 49.03 0.0022012 -7.4199844 16.3629532 0.7104837 0.2530541  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
512 0 0 0.0 0.0 49.72 0.0017792 -4.4227856 16.3037471 0.563518 0.2522184  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
640 1 1 25.0 0.0 51.52 0.001341 1.0735383 40.0225823 0.3860115 0.2262905  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 25.0} 
768 1 1 25.0 0.0 50.15 0.0013663 -0.6797277 20.0332732 0.4153308 0.2336099  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 25.0} 
896 1 1 25.0 0.0 49.04 0.0013439 -0.4720205 22.5195979 0.3832515 0.2404774  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 25.0} 
1024 1 1 25.0 0.0 48.17 0.0011551 0.0501111 16.322643 0.3262888 0.2004309  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 25.0} 
1152 1 1 25.0 0.0 48.46 0.0010436 1.0061089 22.257733 0.2852891 0.1826598  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 25.0} 
1280 1 1 25.0 0.0 49.14 0.0008566 2.0927924 22.2631051 0.2416925 0.1663467  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 25.0} 
1408 1 1 25.0 0.0 47.33 0.0009554 0.7260088 14.7199258 0.2682103 0.1828344  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 25.0} 
1536 2 2 57.5 0.2 46.77 0.0008658 0.9812927 13.3395058 0.2401763 0.1578194  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 57.5} 
1664 2 2 57.5 0.2 47.68 0.0008458 0.9887148 12.0533638 0.2283815 0.1596359  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 57.5} 
1792 2 2 57.5 0.2 49.26 0.0006997 2.0031575 16.7150932 0.1912562 0.1355315  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 57.5} 
1920 2 2 57.5 0.2 48.35 0.0007334 1.2273061 10.9451617 0.2046128 0.1461091  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 57.5} 
2048 3 3 51.75 0.18000000000000002 48.29 0.0007571 1.0536414 9.3246289 0.2039805 0.1477648  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 51.75} 
2176 3 3 51.75 0.18000000000000002 47.94 0.0006744 0.8792162 7.2882721 0.1795819 0.1316225  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 51.75} 
2304 3 3 51.75 0.18000000000000002 50.27 0.0006227 1.0973048 9.3718157 0.1656371 0.124294  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 51.75} 
2432 3 3 51.75 0.18000000000000002 48.96 0.0005888 0.9504413 7.8634799 0.1646296 0.1307576  {'room_id': 1, 'explored_rooms': 3, 'raw_score': 51.75} 
2560 4 4 56.575 0.262 48.82 0.0006228 0.6325923 7.0143115 0.1719472 0.1316237  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 56.575} 
2688 4 4 56.575 0.262 48.28 0.0006314 0.573853 6.8386714 0.1696183 0.1251641  {'room_id': 1, 'explored_rooms': 3, 'raw_score': 56.575} 
2816 4 4 56.575 0.262 49.0 0.0005505 0.8342689 7.3635482 0.1471536 0.1152157  {'room_id': 1, 'explored_rooms': 3, 'raw_score': 56.575} 
