128 0 0 0.0 0.0 49.17 0.0006318 -13.5423461 23.6929056 0.9108188 0.0044971  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 49.43 0.0004259 -12.4247157 17.732563 0.9571008 0.1135993  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 49.89 0.000699 -9.8149199 20.3792702 0.9274029 0.1711098  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 0 0 0.0 0.0 49.8 0.0009721 -5.6507801 24.8722743 0.7444214 0.2034199  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 0 0 0.0 0.0 50.42 0.0008515 -0.4109737 20.7088566 0.4382165 0.1849471  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 0 0 0.0 0.0 50.12 0.0007523 1.3623147 15.3713073 0.3140174 0.1477062  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 0 0 0.0 0.0 50.4 0.0006468 2.4255968 14.229059 0.2358004 0.1215246  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 0 0 0.0 0.0 49.86 0.0005319 2.48515 11.2298182 0.1901532 0.1224156  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 0 0 0.0 0.0 50.64 0.000432 2.7991199 13.3009503 0.1428342 0.0873734  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 0 0 0.0 0.0 50.1 0.0003699 2.5665663 9.4901504 0.1209503 0.0786672  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 0 0 0.0 0.0 50.23 0.000359 2.2100993 7.9740238 0.1155467 0.0942111  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 0 0 0.0 0.0 49.61 0.0003027 2.1649121 8.4739789 0.0974871 0.0803719  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 0 0 0.0 0.0 49.34 0.0002763 1.6941403 4.9533581 0.0854581 0.0655975  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1792 0 0 0.0 0.0 49.81 0.0002456 1.561715 4.4072575 0.0776381 0.0625464  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1920 0 0 0.0 0.0 49.74 0.0002373 1.192909 3.1308426 0.0738226 0.0692024  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2048 0 0 0.0 0.0 50.76 0.0002272 0.9877629 3.6888707 0.0728493 0.0763529  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2176 0 0 0.0 0.0 49.74 0.0002227 0.811156 3.1007457 0.068808 0.0675177  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2304 0 0 0.0 0.0 50.7 0.0002211 0.6678927 2.232502 0.0676661 0.0675833  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2432 0 0 0.0 0.0 49.85 0.0001922 0.7445217 2.6485655 0.0589531 0.056409  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2560 0 0 0.0 0.0 50.66 0.0001701 0.7919641 2.275897 0.0535226 0.0452142  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2688 0 0 0.0 0.0 51.12 0.0001592 0.7492014 1.7529165 0.0489548 0.0362256  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2816 0 0 0.0 0.0 50.12 0.0001616 0.6516899 1.5248607 0.0484948 0.0424505  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2944 0 0 0.0 0.0 50.12 0.0001815 0.4639597 2.1069715 0.0579894 0.0855952  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3072 0 0 0.0 0.0 50.71 0.0001584 0.4530216 1.6256818 0.0501695 0.0562321  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3200 0 0 0.0 0.0 50.17 0.000143 0.4048417 1.3278745 0.0428604 0.0428257  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3328 0 0 0.0 0.0 50.28 0.000148 0.254627 0.7758813 0.0427721 0.0460816  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3456 0 0 0.0 0.0 49.31 0.0001416 0.1940519 1.0536785 0.0443324 0.0535231  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3584 0 0 0.0 0.0 49.02 0.0001229 0.2667894 1.0228049 0.0375677 0.0415935  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3712 0 0 0.0 0.0 48.6 0.0001206 0.1193205 0.8758583 0.0382858 0.0438772  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3840 0 0 0.0 0.0 49.11 0.0001287 0.2006798 1.0123902 0.0384897 0.0453388  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3968 0 0 0.0 0.0 48.54 0.0001297 0.1353137 0.9093849 0.0405792 0.0506988  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4096 0 0 0.0 0.0 49.12 0.0001162 0.1902009 0.8617653 0.0359156 0.0424371  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4224 0 0 0.0 0.0 48.77 0.000101 0.1719883 0.5992332 0.0335667 0.0462509  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4352 0 0 0.0 0.0 48.61 9.51e-05 0.1653078 0.8093095 0.0319905 0.0397195  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4480 0 0 0.0 0.0 48.82 8.71e-05 0.1301079 0.7911728 0.0272018 0.0239782  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4608 1 1 0.0 0.0 49.7 9.43e-05 0.1542355 0.6447067 0.0287571 0.0351329  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4736 1 1 0.0 0.0 50.26 9.01e-05 0.1657086 0.937256 0.0276952 0.0345138  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4864 1 1 0.0 0.0 49.8 9.21e-05 0.0594146 0.9114338 0.030067 0.0365115  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4992 1 1 0.0 0.0 50.52 9.48e-05 0.163369 0.7056754 0.0285481 0.0332153  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5120 1 1 0.0 0.0 50.24 9.22e-05 0.1652057 0.32485 0.0261841 0.0287341  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5248 1 1 0.0 0.0 50.71 9.34e-05 0.0854881 0.4699475 0.0295522 0.0404412  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5376 1 1 0.0 0.0 50.64 8.42e-05 0.1754433 0.5460147 0.0258513 0.0315006  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5504 1 1 0.0 0.0 50.2 7.19e-05 0.1472818 0.4470455 0.0230877 0.0237841  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5632 1 1 0.0 0.0 50.63 7.53e-05 0.1331098 0.2920169 0.0229364 0.0249113  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5760 1 1 0.0 0.0 49.25 7.02e-05 0.1065106 0.320814 0.0204998 0.0222556  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5888 1 1 0.0 0.0 48.82 6.8e-05 0.0399462 0.294415 0.0211196 0.0246169  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6016 1 1 0.0 0.0 48.94 6.94e-05 0.067527 0.2408672 0.020567 0.0241225  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6144 1 1 0.0 0.0 48.26 6.38e-05 0.0233902 0.135815 0.0191777 0.0221969  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6272 1 1 0.0 0.0 48.19 6.32e-05 0.0168993 0.2827269 0.0195974 0.0254623  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6400 1 1 0.0 0.0 48.68 6.66e-05 0.0274467 0.2756462 0.0202176 0.0275828  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6528 1 1 0.0 0.0 48.12 6.1e-05 -0.0057398 0.2864477 0.0197659 0.0270223  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6656 1 1 0.0 0.0 47.88 6.03e-05 0.0319094 0.3171665 0.0183414 0.0248834  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6784 2 2 0.0 0.0 48.99 5.88e-05 0.0259944 0.1853095 0.0177676 0.0243207  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6912 2 2 0.0 0.0 50.07 5.66e-05 0.0177217 0.2230102 0.0183225 0.02804  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7040 2 2 0.0 0.0 50.36 5.23e-05 0.0140279 0.1940644 0.0163246 0.0230827  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7168 2 2 0.0 0.0 51.91 6.58e-05 -0.0172392 0.244528 0.0185665 0.0280433  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7296 2 2 0.0 0.0 50.22 5.88e-05 -0.0232327 0.1609795 0.0184328 0.0306378  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7424 2 2 0.0 0.0 51.63 4.89e-05 0.0034809 0.2840595 0.0163431 0.0245088  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7552 2 2 0.0 0.0 51.7 4.66e-05 -0.0070702 0.3439206 0.0151134 0.0221984  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7680 2 2 0.0 0.0 49.7 5.07e-05 0.0132167 0.3704387 0.0163734 0.0256908  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7808 2 2 0.0 0.0 48.87 4.31e-05 0.0287662 0.1481284 0.0136659 0.0163882  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7936 2 2 0.0 0.0 48.66 6.18e-05 -0.0107863 0.2573643 0.0159486 0.0333309  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8064 2 2 0.0 0.0 48.98 6.38e-05 -0.045092 0.2871942 0.0196757 0.0351753  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8192 2 2 0.0 0.0 47.99 6.35e-05 -0.0456599 0.2804208 0.0215513 0.0355379  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8320 2 2 0.0 0.0 47.56 6.92e-05 -0.0319123 0.4288049 0.0220419 0.0329629  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8448 2 2 0.0 0.0 48.63 7.81e-05 -0.0377306 0.5914311 0.0267656 0.0698533  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8576 2 2 0.0 0.0 48.77 7.21e-05 -0.0015509 0.4097666 0.0214992 0.0414141  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8704 2 2 0.0 0.0 48.89 5.34e-05 0.0342025 0.2024849 0.0172229 0.0245871  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8832 2 2 0.0 0.0 48.54 5.25e-05 0.012592 0.1804299 0.0161804 0.0230225  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8960 2 2 0.0 0.0 49.14 5.57e-05 -0.001645 0.2285562 0.0175898 0.0237448  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
9088 2 2 0.0 0.0 49.29 6.94e-05 0.0047632 0.1933901 0.0202406 0.0272681  {'room_id': 1, 'explored_rooms': 2, 'raw_score': 0.0} 
9216 2 2 0.0 0.0 50.11 7.19e-05 -0.0785138 0.6153782 0.0271175 0.0671624  {'room_id': 1, 'explored_rooms': 2, 'raw_score': 0.0} 
9344 2 2 0.0 0.0 50.1 6.36e-05 0.0048768 0.2622749 0.020368 0.0285494  {'room_id': 1, 'explored_rooms': 2, 'raw_score': 0.0} 
9472 3 3 0.0 0.0 49.9 6.19e-05 0.009495 0.1964813 0.019676 0.0256353  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
9600 3 3 0.0 0.0 50.13 6.23e-05 -0.0200693 0.1855452 0.0195581 0.0258889  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
9728 3 3 0.0 0.0 51.81 6.1e-05 0.0219627 0.2207583 0.0194357 0.024697  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
9856 3 3 0.0 0.0 49.76 5.91e-05 0.026532 0.1990817 0.0196438 0.0246959  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
9984 3 3 0.0 0.0 49.79 5.51e-05 -0.0312017 0.6848178 0.0215092 0.0680711  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
10112 3 3 0.0 0.0 48.45 5.04e-05 -0.0609426 1.4940307 0.0181633 0.0434142  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
10240 3 3 0.0 0.0 48.74 7.55e-05 -0.0694791 0.5209903 0.0246911 0.0838731  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
10368 3 3 0.0 0.0 47.94 5.37e-05 0.0569109 0.4228056 0.0183447 0.0309358  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
10496 3 3 0.0 0.0 46.53 5.5e-05 -0.0052736 0.1384106 0.017192 0.0226744  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
10624 3 3 0.0 0.0 47.77 4.9e-05 0.035309 0.1261992 0.015741 0.0191099  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
10752 3 3 0.0 0.0 48.8 4.46e-05 0.0188095 0.1380373 0.0142981 0.017019  {'room_id': 1, 'explored_rooms': 2, 'raw_score': 0.0} 
10880 3 3 0.0 0.0 49.56 5.18e-05 0.0239906 0.1022562 0.0166495 0.0203302  {'room_id': 1, 'explored_rooms': 2, 'raw_score': 0.0} 
11008 3 3 0.0 0.0 50.47 4.61e-05 -0.0022522 0.0935957 0.0148198 0.0184383  {'room_id': 1, 'explored_rooms': 2, 'raw_score': 0.0} 
11136 3 3 0.0 0.0 51.12 6.09e-05 -0.0117101 0.0997391 0.0166316 0.020757  {'room_id': 1, 'explored_rooms': 2, 'raw_score': 0.0} 
11264 4 4 0.0 0.0 50.27 5.51e-05 -0.0377634 0.4768866 0.0204013 0.0302102  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
11392 4 4 0.0 0.0 51.42 5.35e-05 0.0095038 0.1216278 0.0165217 0.0193546  {'room_id': 1, 'explored_rooms': 2, 'raw_score': 0.0} 
11520 4 4 0.0 0.0 51.85 4.4e-05 0.0399625 0.1003226 0.0139331 0.0159103  {'room_id': 1, 'explored_rooms': 2, 'raw_score': 0.0} 
