128 0 0 0.0 0.0 39.36 0.0450997 1.5290632 3.3397781 -0.0028145 0.0 0.0009795 0.000433 0.0 25.999978 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 40.73 0.140493 1.4368466 1.5690417 -0.5864011 0.0656735 0.0411225 0.0209828 0.0 57.7766101 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 51.51 0.1926496 1.3296906 1.2251356 -1.0535395 0.2218272 0.0830418 0.0401385 0.0 74.991719 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 0 0 0.0 0.0 51.05 0.1610715 1.2565374 2.0884347 -1.134287 0.4303324 0.1016936 0.0600789 0.0 85.3921266 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 0 0 0.0 0.0 50.87 0.1036801 1.2127063 2.88455 -0.7072635 0.4576392 0.0836934 0.061517 0.0 90.1770366 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 0 0 0.0 0.0 50.63 0.066448 1.1759365 3.5485359 -0.0809333 0.3586448 0.0475976 0.0406783 0.0 92.3334359 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 1 1 0.0 0.0 50.74 0.0502879 1.1526713 3.7967775 0.138972 0.3660942 0.0351086 0.030678 0.0 93.925913 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 1 1 0.0 0.0 49.32 0.0473853 1.1311959 3.8265967 0.2030411 0.2560022 0.0258391 0.0204457 0.0 95.1024471 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 1 1 0.0 0.0 48.88 0.0386915 1.1051946 3.469955 0.2086439 0.1635713 0.0229859 0.0168007 0.0 95.6159095 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 1 1 0.0 0.0 47.86 0.0327717 1.0934159 3.2830404 0.2148074 0.131087 0.0174202 0.0123418 0.0 95.4061565 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 1 1 0.0 0.0 47.09 0.029045 1.0813338 3.2438332 0.1647491 0.1044882 0.0182029 0.0134625 0.0 95.6973035 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 2 2 0.0 0.0 47.35 0.0216512 1.0851316 3.0318639 0.1817956 0.0785001 0.0123835 0.0088514 0.0 95.5509414 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 2 2 0.0 0.0 47.1 0.0188275 1.0999158 2.867898 0.2126149 0.0607436 0.0091812 0.0083969 0.0 95.1761198 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1792 2 2 0.0 0.0 47.61 0.0180574 1.0826678 2.4844082 0.1747675 0.0499692 0.0100033 0.0101221 0.0 95.5946741 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1920 2 2 0.0 0.0 48.7 0.0158848 1.0805422 2.3893357 0.157138 0.0364573 0.0092545 0.0097751 0.0 95.5400431 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2048 2 2 0.0 0.0 48.7 0.0139941 1.0803193 2.3936649 0.1589364 0.0276276 0.0069183 0.0074263 0.0 95.3627933 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2176 2 2 0.0 0.0 50.37 0.0136923 1.0765614 2.2699166 0.1254238 0.0220965 0.0070651 0.0070902 0.0 95.1001927 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2304 2 2 0.0 0.0 49.77 0.0148766 1.061243 2.0726718 0.0999937 0.0186302 0.0075457 0.0075217 0.0 95.7837584 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2432 2 2 0.0 0.0 50.05 0.0138379 1.0518194 2.0415107 0.0746168 0.0159805 0.0080119 0.0078429 0.0 96.2746094 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2560 2 2 0.0 0.0 49.47 0.010938 1.0552991 1.8233964 0.0754681 0.0132349 0.0067801 0.0061809 0.0 95.6729362 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2688 2 2 0.0 0.0 50.03 0.0108995 1.0396078 1.7396556 0.0749296 0.0121105 0.0058666 0.0063374 0.0 96.3814897 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2816 2 2 0.0 0.0 49.69 0.0104931 1.0310178 1.6233523 0.0611736 0.0090236 0.005588 0.0051714 0.0 96.2010608 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2944 3 3 0.0 0.0 50.11 0.0100403 1.0267655 1.4525673 0.0565353 0.0087555 0.0055085 0.0056357 0.0 95.9552414 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3072 3 3 0.0 0.0 51.36 0.01012 1.0235768 1.4112055 0.0497886 0.0071202 0.0053378 0.0051682 0.0 95.9087459 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3200 3 3 0.0 0.0 50.82 0.0102697 1.0089428 1.4089923 0.0445464 0.0067952 0.0052967 0.0047754 0.0 96.065813 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3328 4 4 0.0 0.0 50.42 0.0101039 1.0109004 1.3651755 0.0389526 0.0059707 0.0051657 0.005129 0.0 95.5566333 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3456 4 4 0.0 0.0 50.88 0.0099798 1.0014137 1.3971739 0.0324667 0.0060985 0.0051901 0.0046048 0.0 95.9178327 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3584 5 5 0.0 0.0 50.29 0.0101021 0.9985167 1.3821631 0.027937 0.0060497 0.0050095 0.0049414 0.0 95.6766597 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3712 5 5 0.0 0.0 49.89 0.0134538 0.9957657 1.3571829 0.0089712 0.0069887 0.0060773 0.0068868 0.0 96.2816121 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3840 5 5 0.0 0.0 49.48 0.0109984 0.9949088 1.3664952 0.0035219 0.0087209 0.0061469 0.0066585 0.0 96.0452003 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3968 6 6 0.0 0.0 49.81 0.010393 1.0008382 1.4324374 0.0095255 0.009379 0.0056288 0.0051354 0.0 96.1099375 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4096 6 6 0.0 0.0 48.96 0.0105891 1.0189808 1.4317041 0.0214561 0.0103007 0.0054422 0.005593 0.0 95.3471745 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4224 7 7 0.0 0.0 48.43 0.011231 1.0147691 1.4508234 0.0258375 0.0095683 0.0053307 0.005216 0.0 95.5089776 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4352 7 7 0.0 0.0 47.18 0.0110271 1.0251034 1.4516744 0.0154337 0.0071685 0.0055611 0.0054892 0.0 95.5015325 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4480 7 7 0.0 0.0 45.94 0.0109536 1.0222002 1.4323482 0.0221571 0.0063653 0.0055525 0.0041355 0.0 95.8248108 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4608 7 7 0.0 0.0 46.96 0.0101501 1.0213745 1.378717 0.0230633 0.0054462 0.0054438 0.0038986 0.0 95.5199777 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4736 7 7 0.0 0.0 46.97 0.0091905 1.0115947 1.3620321 0.0206842 0.0049011 0.0050963 0.0037824 0.0 95.9418859 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4864 7 7 0.0 0.0 47.94 0.0086337 1.0139441 1.3459431 0.0245101 0.0039669 0.0045493 0.0033393 0.0 95.517534 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4992 7 7 0.0 0.0 48.5 0.0084866 1.0082829 1.2986771 0.0245755 0.0048004 0.00435 0.0045817 0.0 96.4553904 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5120 7 7 0.0 0.0 49.0 0.0080786 1.005372 1.3122453 0.0227088 0.0033805 0.0040696 0.0035606 0.0 96.5146364 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5248 7 7 0.0 0.0 49.36 0.0080884 1.0037381 1.3418126 0.0144425 0.0028737 0.0044778 0.0037807 0.0 95.7589035 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5376 7 7 0.0 0.0 49.97 0.0080132 0.9913534 1.3117576 0.0179576 0.0027469 0.004091 0.0033137 0.0 96.4550572 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5504 7 7 0.0 0.0 50.23 0.0087599 0.9731368 1.2753584 0.010497 0.0030592 0.0043786 0.0034639 0.0 96.6398717 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5632 7 7 0.0 0.0 50.64 0.0085179 0.9510069 1.2658391 -0.0109299 0.0029202 0.0057154 0.0038883 0.0 96.8210831 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5760 8 8 0.0 0.0 50.86 0.0083685 0.9454041 1.2384486 0.0058518 0.0031986 0.0046164 0.0035074 0.0 96.6443738 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5888 8 8 0.0 0.0 51.45 0.0090038 0.9425551 1.2466032 0.0039884 0.0035257 0.0047372 0.0035282 0.0 96.8650167 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6016 9 9 0.0 0.0 50.83 0.0088452 0.9501111 1.2184291 0.0010915 0.0032181 0.0048129 0.0028861 0.0 97.0145037 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6144 9 9 0.0 0.0 50.58 0.0090126 0.9559528 1.2050399 0.0058622 0.0033841 0.0045346 0.0033705 0.0 97.1774651 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6272 9 9 0.0 0.0 50.55 0.0091987 0.9662354 1.2482265 -0.0038739 0.0028487 0.0050919 0.0031186 0.0 97.1464563 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6400 9 9 0.0 0.0 49.18 0.0096805 0.9765122 1.2454098 0.0028329 0.0027018 0.0047033 0.0031429 0.0 96.6955135 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6528 10 10 0.0 0.0 49.53 0.0093691 0.9781687 1.2712 0.0015717 0.0027143 0.00485 0.0030929 0.0 96.4674003 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
