128 0 0 0.0 0.0 33.29 0.1131234 1.2532968 1.8095124 -4.6297437 2.3376211 0.3100005 0.0071468 0.0 67.0592127 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 33.16 0.1863462 1.2461699 3.0809084 -0.6439217 0.4032857 0.0886114 0.019399 0.0 89.2152667 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 35.74 0.2638843 1.1782786 3.5016267 -0.8493646 0.7852789 0.1192954 0.0443907 0.0 94.2044226 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 0 0 0.0 0.0 41.65 0.3012609 1.1275749 3.789569 -1.0651219 1.1588504 0.1459177 0.0614559 0.0 95.5193194 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 0 0 0.0 0.0 42.82 0.3274121 1.0909286 3.9689149 -0.9878334 1.4244231 0.1568163 0.0574061 0.0 96.0389881 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 0 0 0.0 0.0 47.76 0.3525529 1.0571298 3.9483332 -0.9664862 1.3364474 0.1586618 0.0593348 0.0 96.4155867 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 0 0 0.0 0.0 58.04 0.3474905 1.0299535 3.9380738 -1.1760077 1.9015311 0.1917845 0.0623609 0.0 96.405761 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 0 0 0.0 0.0 57.73 0.3518665 1.0068835 3.956726 -0.7112904 1.850793 0.1672841 0.0546725 0.0 96.6373096 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 0 0 0.0 0.0 57.19 0.3408171 0.993398 3.9100722 -0.6771925 1.9530207 0.1713991 0.0570496 0.0 96.5372663 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 1 1 0.0 0.0 56.86 0.3309358 0.9765142 3.8757039 -0.6310606 2.4925033 0.1804626 0.0619383 0.0 96.8427799 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 1 1 0.0 0.0 57.46 0.3366642 0.9652747 3.8272513 -0.3168419 2.2935485 0.1619007 0.0503366 0.0 97.5500262 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 1 1 0.0 0.0 58.27 0.3392335 0.9490633 3.813183 -0.1666867 2.5117922 0.1582458 0.0545318 0.0 97.6365486 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 2 2 0.0 0.0 57.2 0.3429525 0.9495454 3.7984908 -0.4200587 2.6022926 0.1775295 0.0583933 0.0 96.982636 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1792 2 2 0.0 0.0 56.86 0.3440924 0.9459681 3.7910277 -0.3090621 2.6678189 0.1764809 0.0529015 0.0 97.2898215 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1920 2 2 0.0 0.0 57.48 0.3522274 0.9310521 3.792279 -0.3612132 3.0589976 0.1813488 0.0568685 0.0 97.5795232 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2048 2 2 0.0 0.0 57.23 0.3622771 0.9275429 3.7704848 -0.526925 3.1490009 0.1902633 0.0687274 0.0 97.590889 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
