128 0 0 0.0 0.0 54.8 0.6333147 1.2861913 10.6986859 -0.3905742 0.0140246 0.0302338 0.0014077 0.0 62.0619865 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 54.87 0.688828 1.2392266 7.4417483 -2.915476 0.9309371 0.2067253 0.0362138 0.0 89.5985554 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 54.6 0.8136313 1.1681198 6.7646546 -4.5841631 2.8750519 0.3579495 0.0710296 0.0 93.9679121 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 0 0 0.0 0.0 54.72 0.8743664 1.1287743 6.8392265 -4.6161894 4.7120302 0.4223843 0.0738771 0.0 95.5466049 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 1 1 0.0 0.0 56.36 0.8224386 1.0998928 6.4958648 -4.6904488 7.2040752 0.4826451 0.0750353 0.0 96.4030428 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 1 1 0.0 0.0 55.11 0.7946248 1.080828 6.1355589 -3.0822512 7.2922764 0.418428 0.0811793 0.0 96.0317871 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 2 2 0.0 0.0 54.64 0.8011943 1.0592326 6.1132818 -2.5077854 8.0502772 0.411038 0.077707 0.0 96.4907743 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 2 2 0.0 0.0 55.62 0.7005175 1.0457794 5.2712689 -1.8221436 9.8505738 0.3972334 0.0845794 0.0 96.9672991 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 3 3 0.0 0.0 56.26 0.6774064 1.029009 4.7862958 -0.6826509 10.1324856 0.3372548 0.0788435 0.0 96.6933289 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 3 3 0.0 0.0 54.92 0.6518057 1.015564 4.6069884 -0.571567 8.2258051 0.334751 0.0726566 0.0 97.1957309 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 3 3 0.0 0.0 56.44 0.5936272 1.0113611 4.2748047 -0.772389 10.2041944 0.3583776 0.0695692 0.0 96.990203 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
