128 0 0 0.0 0.0 39.45 0.147355 1.3047256 0.615402 -13.5337863 21.3703189 0.907901 0.0012807 0.0 30.6598279 0.0  {'room_id': 1, 'explored_rooms': 2, 'raw_score': 0.0} 
256 0 0 0.0 0.0 39.48 0.1323976 1.2800235 0.4486877 -0.3487592 3.2434648 0.1504379 0.0509183 0.0 59.4134663 0.0  {'room_id': 1, 'explored_rooms': 2, 'raw_score': 0.0} 
384 0 0 0.0 0.0 40.06 0.0657282 1.2325064 0.4569289 1.0885728 1.6335613 0.0597439 0.0252055 0.0 72.9988708 0.0  {'room_id': 0, 'explored_rooms': 2, 'raw_score': 0.0} 
512 0 0 0.0 0.0 39.94 0.0466106 1.1896769 0.5212225 1.3459229 1.172078 0.028312 0.0109305 0.0 80.7024225 0.0  {'room_id': 1, 'explored_rooms': 3, 'raw_score': 0.0} 
640 0 0 0.0 0.0 39.85 0.0390146 1.15977 0.5887754 1.2169171 0.7955916 0.0216085 0.0097633 0.0 84.7621452 0.0  {'room_id': 1, 'explored_rooms': 3, 'raw_score': 0.0} 
768 0 0 0.0 0.0 46.01 0.0315294 1.1388347 0.6570489 1.102221 0.6187095 0.0187696 0.0089613 0.0 86.0354841 0.0  {'room_id': 1, 'explored_rooms': 3, 'raw_score': 0.0} 
896 0 0 0.0 0.0 48.69 0.0269463 1.1190141 0.6939586 0.9452774 0.444423 0.0152764 0.0063394 0.0 88.8376029 0.0  {'room_id': 1, 'explored_rooms': 3, 'raw_score': 0.0} 
1024 0 0 0.0 0.0 50.43 0.023583 1.1053576 0.7838922 0.7991999 0.3467613 0.0142533 0.005227 0.0 88.5792024 0.0  {'room_id': 1, 'explored_rooms': 3, 'raw_score': 0.0} 
1152 0 0 0.0 0.0 51.44 0.0210975 1.0953722 0.803871 0.6963472 0.2731373 0.0120253 0.004658 0.0 89.6170474 0.0  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 0.0} 
1280 0 0 0.0 0.0 50.87 0.0198848 1.0818154 0.9362307 0.6131342 0.2105676 0.0109194 0.0044352 0.0 90.8773561 0.0  {'room_id': 3, 'explored_rooms': 4, 'raw_score': 0.0} 
1408 0 0 0.0 0.0 50.86 0.0183735 1.0727084 0.9629807 0.5402336 0.1637997 0.0099201 0.0037848 0.0 91.0863184 0.0  {'room_id': 1, 'explored_rooms': 4, 'raw_score': 0.0} 
1536 0 0 0.0 0.0 53.86 0.018563 1.0676565 1.0032197 0.4835943 0.1411747 0.0092191 0.0034907 0.0 91.6773014 0.0  {'room_id': 1, 'explored_rooms': 4, 'raw_score': 0.0} 
