128 0 0 0.0 0.0 49.56 0.0075228 -13.4891759 22.530057 0.9257499 0.0014759  {'room_id': 1, 'explored_rooms': 3, 'raw_score': 0.0} 
256 0 0 0.0 0.0 48.7 0.0042262 -12.5475521 18.0554462 0.9857407 0.0269867  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
384 0 0 0.0 0.0 48.84 0.0030071 -9.2079072 15.8121254 0.8961502 0.142757  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
512 0 0 0.0 0.0 48.52 0.0023724 -6.0193204 17.4640494 0.7736068 0.182333  {'room_id': 0, 'explored_rooms': 3, 'raw_score': 0.0} 
640 0 0 0.0 0.0 47.91 0.0020303 -3.424742 18.1978564 0.6762902 0.1845613  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
768 0 0 0.0 0.0 48.07 0.0017457 -1.3857009 18.6641057 0.5358362 0.1858761  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
896 0 0 0.0 0.0 48.45 0.0015502 -0.5020121 16.770503 0.464627 0.1659058  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
1024 0 0 0.0 0.0 48.16 0.0014166 -3.2492466 19.219621 0.6495317 0.1569789  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
1152 0 0 0.0 0.0 49.87 0.0012891 0.3540512 18.7141157 0.4511525 0.1528551  {'room_id': 1, 'explored_rooms': 3, 'raw_score': 0.0} 
1280 0 0 0.0 0.0 48.99 0.0011836 1.3892946 16.9598761 0.367972 0.1380759  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
1408 0 0 0.0 0.0 49.77 0.0010746 1.9567866 17.6115335 0.3243641 0.1277519  {'room_id': 1, 'explored_rooms': 3, 'raw_score': 0.0} 
1536 0 0 0.0 0.0 50.4 0.0009984 2.1329349 16.7599126 0.302741 0.1228843  {'room_id': 1, 'explored_rooms': 3, 'raw_score': 0.0} 
1664 0 0 0.0 0.0 48.55 0.0009271 2.3441829 17.3105002 0.268854 0.115779  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
1792 0 0 0.0 0.0 49.46 0.0008795 1.9360473 14.0039362 0.2622363 0.1180608  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
1920 0 0 0.0 0.0 48.82 0.0007993 -0.682332 12.8068771 0.4049611 0.1100894  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
2048 0 0 0.0 0.0 47.93 0.0007522 1.6236784 11.5065304 0.2480954 0.094202  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
2176 0 0 0.0 0.0 47.73 0.0007168 1.8088361 9.8634373 0.2140552 0.0953275  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
2304 0 0 0.0 0.0 48.06 0.0006799 1.617867 7.3649603 0.1987818 0.0887631  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
2432 0 0 0.0 0.0 49.0 0.0006355 1.4459886 7.4622361 0.1873265 0.0798133  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
2560 0 0 0.0 0.0 48.41 0.0006177 1.3855678 6.3455316 0.1768045 0.078313  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
2688 0 0 0.0 0.0 49.51 0.0005925 1.0693553 5.1912551 0.1744084 0.0730946  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 0.0} 
2816 1 1 10.0 0.1 52.03 0.0005138 1.1620729 12.0573505 0.2274023 0.0568711  {'room_id': 2, 'explored_rooms': 3, 'raw_score': 10.0} 
2944 1 1 10.0 0.1 49.41 0.0005008 0.8959538 4.9526102 0.1609899 0.0533661  {'room_id': 0, 'explored_rooms': 4, 'raw_score': 10.0} 
3072 1 1 10.0 0.1 49.95 0.0004992 0.8161875 4.1062682 0.1453328 0.0546845  {'room_id': 0, 'explored_rooms': 4, 'raw_score': 10.0} 
3200 1 1 10.0 0.1 48.34 0.0004941 0.6151573 2.9699378 0.1419274 0.0566675  {'room_id': 1, 'explored_rooms': 4, 'raw_score': 10.0} 
3328 1 1 10.0 0.1 49.58 0.0004822 0.3505526 3.0316878 0.1405355 0.0564651  {'room_id': 1, 'explored_rooms': 4, 'raw_score': 10.0} 
3456 1 1 10.0 0.1 49.94 0.0004817 0.4639264 2.6851157 0.1371544 0.0612858  {'room_id': 0, 'explored_rooms': 4, 'raw_score': 10.0} 
3584 1 1 10.0 0.1 49.06 0.0004799 0.2892327 2.4170932 0.1408839 0.0607658  {'room_id': 1, 'explored_rooms': 4, 'raw_score': 10.0} 
3712 1 1 10.0 0.1 50.29 0.0004752 -0.170291 2.4247979 0.1678512 0.0591345  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 10.0} 
3840 1 1 10.0 0.1 49.07 0.0004574 0.3351183 2.31609 0.1335657 0.0559511  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 10.0} 
3968 1 1 10.0 0.1 48.11 0.0004458 0.3248614 2.1123997 0.1263607 0.0544285  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 10.0} 
4096 1 1 10.0 0.1 48.7 0.0004394 0.3813203 2.2495373 0.1248149 0.0586161  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 10.0} 
4224 1 1 10.0 0.1 47.46 0.0004321 0.1894846 2.2200874 0.1240366 0.0540093  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 10.0} 
4352 1 1 10.0 0.1 46.75 0.0004252 0.3245479 1.9917333 0.1208591 0.0542226  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 10.0} 
4480 1 1 10.0 0.1 47.0 0.0004291 0.1008948 1.8263371 0.1253682 0.0521782  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 10.0} 
4608 1 1 10.0 0.1 47.97 0.0004113 -0.2351348 1.8782773 0.1469626 0.0519772  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 10.0} 
4736 1 1 10.0 0.1 49.28 0.0004023 0.2882332 2.37722 0.1234429 0.0879248  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 10.0} 
4864 1 1 10.0 0.1 49.19 0.0003981 0.2346593 1.9101386 0.1123519 0.054813  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 10.0} 
4992 1 1 10.0 0.1 48.84 0.0003982 0.2208789 1.7904952 0.1135972 0.0504537  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 10.0} 
5120 1 1 10.0 0.1 50.77 0.000374 0.2421047 1.8755956 0.1054092 0.0468161  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 10.0} 
5248 1 1 10.0 0.1 48.66 0.0003721 0.1515651 1.4827961 0.1052538 0.0435814  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 10.0} 
5376 1 1 10.0 0.1 48.17 0.0003558 0.0679188 1.2262096 0.1058327 0.0422573  {'room_id': 2, 'explored_rooms': 4, 'raw_score': 10.0} 
5504 2 2 -91.0 0.29000000000000004 52.17 0.0003422 0.6103583 2.101427 0.1184317 0.0314128  {'room_id': 1, 'explored_rooms': 4, 'raw_score': -91.0} 
5632 2 2 -91.0 0.29000000000000004 47.52 0.0002869 0.3153737 0.8984344 0.0910646 0.0355832  {'room_id': 1, 'explored_rooms': 4, 'raw_score': -91.0} 
5760 2 2 -91.0 0.29000000000000004 47.59 0.000288 0.1004866 0.7811626 0.0847478 0.03648  {'room_id': 1, 'explored_rooms': 4, 'raw_score': -91.0} 
5888 2 2 -91.0 0.29000000000000004 47.94 0.0002827 0.1007623 0.7293797 0.081219 0.0328341  {'room_id': 1, 'explored_rooms': 4, 'raw_score': -91.0} 
6016 2 2 -91.0 0.29000000000000004 47.42 0.0002951 -0.0455439 0.7936663 0.0839406 0.0327636  {'room_id': 1, 'explored_rooms': 4, 'raw_score': -91.0} 
6144 2 2 -91.0 0.29000000000000004 48.49 0.000295 -0.0858716 0.6084168 0.084361 0.0349383  {'room_id': 2, 'explored_rooms': 4, 'raw_score': -91.0} 
6272 2 2 -91.0 0.29000000000000004 49.04 0.0002898 -0.0831889 0.6157283 0.0853136 0.0343156  {'room_id': 2, 'explored_rooms': 4, 'raw_score': -91.0} 
6400 2 2 -91.0 0.29000000000000004 48.74 0.0002915 -0.2057323 0.7645317 0.0944078 0.0351668  {'room_id': 2, 'explored_rooms': 4, 'raw_score': -91.0} 
6528 2 2 -91.0 0.29000000000000004 48.56 0.0002919 0.0766245 0.7109709 0.0825673 0.0337506  {'room_id': 1, 'explored_rooms': 4, 'raw_score': -91.0} 
6656 2 2 -91.0 0.29000000000000004 49.35 0.0002881 0.0342862 0.7394352 0.0806837 0.0352676  {'room_id': 2, 'explored_rooms': 4, 'raw_score': -91.0} 
6784 2 2 -91.0 0.29000000000000004 49.33 0.0002887 0.0298075 0.6731615 0.0800913 0.0346705  {'room_id': 2, 'explored_rooms': 4, 'raw_score': -91.0} 
6912 2 2 -91.0 0.29000000000000004 48.61 0.0002891 -0.0871205 0.6588456 0.0802215 0.03515  {'room_id': 2, 'explored_rooms': 4, 'raw_score': -91.0} 
7040 2 2 -91.0 0.29000000000000004 47.9 0.0002781 -0.0705378 0.5995073 0.0800206 0.0324787  {'room_id': 2, 'explored_rooms': 4, 'raw_score': -91.0} 
7168 2 2 -91.0 0.29000000000000004 47.98 0.0002742 -0.0462765 0.570152 0.0805625 0.031616  {'room_id': 2, 'explored_rooms': 4, 'raw_score': -91.0} 
7296 2 2 -91.0 0.29000000000000004 47.3 0.0002762 -0.1932634 0.7236156 0.0905083 0.031902  {'room_id': 2, 'explored_rooms': 4, 'raw_score': -91.0} 
7424 2 2 -91.0 0.29000000000000004 48.13 0.0002734 0.1106438 0.689212 0.0783648 0.0315558  {'room_id': 2, 'explored_rooms': 4, 'raw_score': -91.0} 
7552 2 2 -91.0 0.29000000000000004 48.47 0.0002656 0.0708852 0.5787381 0.0742423 0.0306579  {'room_id': 2, 'explored_rooms': 4, 'raw_score': -91.0} 
7680 2 2 -91.0 0.29000000000000004 49.07 0.0002657 0.0352272 0.6158886 0.0741427 0.0297733  {'room_id': 2, 'explored_rooms': 4, 'raw_score': -91.0} 
7808 2 2 -91.0 0.29000000000000004 48.35 0.000262 -0.0385239 0.5128579 0.0731842 0.0304642  {'room_id': 2, 'explored_rooms': 4, 'raw_score': -91.0} 
