128 0 0 0.0 0.0 7.61 0.0431093 0.0560528 0.9310821 -2.2942459 0.5506879 0.1545939 0.0116148 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7424 8 8 0.0 0.0 98.62 0.0023609 0.0137084 2.2384144 -0.0021201 0.0001788 0.0011848 0.0008148 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7552 8 8 0.0 0.0 98.64 0.0021974 0.0137953 2.3224492 -0.0018384 0.0001658 0.0011732 0.0007453 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7680 8 8 0.0 0.0 98.72 0.0021528 0.0137404 2.4081694 -0.0012999 0.0001662 0.001089 0.00072 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7808 8 8 0.0 0.0 98.69 0.002243 0.0148961 2.4573651 -0.0077832 0.0001628 0.0014659 0.0006944 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7936 9 9 0.0 0.0 98.72 0.002445 0.0149507 2.6143802 -0.0025833 0.0002051 0.001148 0.0008897 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8064 9 9 0.0 0.0 98.91 0.0021888 0.0154717 2.6724406 -0.0022749 0.0001724 0.001158 0.0008377 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8192 9 9 0.0 0.0 99.01 0.0024271 0.0160093 2.5881896 -0.0013491 0.0001498 0.0010576 0.0006574 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8320 9 9 0.0 0.0 98.9 0.0022285 0.0147245 2.7010751 -0.0029552 0.0001675 0.001151 0.0008166 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8448 9 9 0.0 0.0 98.59 0.0023136 0.0147831 2.4938452 -0.0021423 0.0001719 0.0011188 0.0009492 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8576 9 9 0.0 0.0 98.27 0.0024069 0.0145065 2.4610651 -0.0079435 0.0001649 0.0014636 0.0007688 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8704 10 10 0.0 0.0 98.03 0.0023627 0.014646 2.5054798 -0.003441 0.0002059 0.0012883 0.0009908 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8832 10 10 0.0 0.0 97.63 0.0023322 0.0140199 2.6984047 -0.0029404 0.0002054 0.001184 0.0009993 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8960 10 10 0.0 0.0 97.25 0.0023846 0.0145869 2.7709606 -0.0042036 0.0002121 0.0013445 0.001024 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
9088 10 10 0.0 0.0 97.07 0.0027028 0.0147831 3.0345012 -0.0070218 0.0003428 0.0015385 0.0012466 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
9216 10 10 0.0 0.0 96.87 0.002737 0.0142963 3.0446831 -0.0057956 0.0002696 0.0014678 0.0010667 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
9344 11 11 0.0 0.0 96.79 0.0029209 0.0151561 3.0431175 -0.0035773 0.000249 0.0013644 0.0010368 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
9472 11 11 0.0 0.0 96.75 0.0026854 0.0151649 3.0822264 -0.0113551 0.0002661 0.0018861 0.0010811 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
9600 11 11 0.0 0.0 96.72 0.0024828 0.0144134 3.2654911 -0.0037417 0.000258 0.001401 0.0009299 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
9728 12 12 0.0 0.0 96.94 0.0029628 0.0149092 3.3199739 -0.0040811 0.0002387 0.0013986 0.0009584 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
9856 12 12 0.0 0.0 97.02 0.0027219 0.0151382 3.4298086 -0.0075779 0.0002785 0.0017609 0.0009945 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
9984 12 12 0.0 0.0 97.16 0.0030993 0.0138278 3.520974 -0.0020811 0.0002813 0.001427 0.0010107 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
10112 12 12 0.0 0.0 97.31 0.0029177 0.0154641 3.4409958 -0.007807 0.000277 0.0017041 0.0011135 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
10240 13 13 0.0 0.0 97.29 0.0028996 0.0136855 3.2709116 -0.0028095 0.0002958 0.0015183 0.0011412 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
10368 13 13 0.0 0.0 97.49 0.0026839 0.0152168 3.4686878 -0.002107 0.0002894 0.0014463 0.0009783 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
10496 13 13 0.0 0.0 97.66 0.002509 0.0142291 3.619267 -0.0029977 0.0002617 0.001456 0.0008466 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
10624 13 13 0.0 0.0 97.88 0.0023909 0.0131511 3.5362872 -0.0014518 0.0002607 0.0013803 0.0009794 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
10752 13 13 0.0 0.0 98.15 0.0027282 0.0137858 3.4307164 -0.0008479 0.0002268 0.0012826 0.0009292 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
10880 14 14 0.0 0.0 98.3 0.0025378 0.0141629 3.4566104 -0.0024413 0.0002342 0.0013602 0.0009367 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
11008 14 14 0.0 0.0 98.36 0.002928 0.0141875 3.562587 -0.0022163 0.0002322 0.0013151 0.0008891 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
11136 14 14 0.0 0.0 98.31 0.0027529 0.0148968 3.9607953 -0.0056364 0.0002486 0.001607 0.0010164 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
11264 15 15 0.0 0.0 98.17 0.002619 0.0136033 4.0385596 -0.0031096 0.0002295 0.0013644 0.0009286 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
11392 15 15 0.0 0.0 98.07 0.0028115 0.0137511 4.0108491 -0.0043615 0.0002232 0.0014581 0.00084 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
11520 15 15 0.0 0.0 98.02 0.0027573 0.0127221 4.1206572 -0.0077934 0.0002476 0.00169 0.0009435 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
11648 15 15 0.0 0.0 97.77 0.0027725 0.012476 4.0192953 -0.0026431 0.0002162 0.0013682 0.0008663 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
11776 16 16 0.0 0.0 97.68 0.0026596 0.0126884 4.1391454 -0.0038173 0.0002217 0.001471 0.0009407 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
11904 16 16 0.0 0.0 97.45 0.0026021 0.0138865 4.2211059 -0.0009071 0.0002321 0.0012912 0.0008307 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
12032 16 16 0.0 0.0 97.01 0.0029538 0.014116 4.0999813 -0.0075375 0.0009218 0.001474 0.0017868 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
12160 16 16 0.0 0.0 96.61 0.002684 0.0123939 4.1351548 -0.0060051 0.0003283 0.0016873 0.0009107 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
12288 16 16 0.0 0.0 96.35 0.0025777 0.0123991 4.2261306 -0.0039924 0.000517 0.0013429 0.0011272 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
12416 17 17 0.0 0.0 96.18 0.0023987 0.0125674 4.1081544 -0.0014325 0.0002916 0.0013859 0.0007769 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
12544 17 17 0.0 0.0 96.22 0.0025699 0.0126424 4.0074461 -0.0025915 0.0003209 0.0014774 0.00091 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
12672 18 18 0.0 0.0 96.28 0.002429 0.0127346 4.0693996 -0.00144 0.0002314 0.0013533 0.000811 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
12800 18 18 0.0 0.0 96.58 0.002525 0.0140539 4.6426901 -0.0055622 0.0004618 0.0014021 0.0009229 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
12928 18 18 0.0 0.0 96.83 0.0027112 0.0122599 4.810144 -0.0020754 0.0003462 0.0013402 0.0008501 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
13056 19 19 0.0 0.0 97.07 0.0028548 0.0116775 4.6735499 -0.0048008 0.0004229 0.001518 0.000995 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
13184 19 19 0.0 0.0 97.27 0.0026897 0.0130578 4.4944248 -0.0072211 0.0006785 0.0015308 0.0010695 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
13312 19 19 0.0 0.0 97.4 0.0025922 0.0121361 4.8511456 -0.0033668 0.0003344 0.0013179 0.0010858 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
13440 19 19 0.0 0.0 97.53 0.0026326 0.013095 5.2416022 -0.0104737 0.0010837 0.0014994 0.0010377 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
13568 20 20 0.0 0.0 97.6 0.0032404 0.0121193 5.4778848 -0.0122069 0.0009029 0.0015576 0.0010752 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
13696 20 20 0.0 0.0 97.84 0.0028815 0.0115098 5.5023474 -0.0055389 0.0007465 0.0014504 0.0008208 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
13824 20 20 0.0 0.0 97.87 0.0030156 0.0126642 5.2710362 -0.0072818 0.0008657 0.0015091 0.000959 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
13952 20 20 0.0 0.0 97.92 0.0030957 0.0121909 5.2719497 -0.0150554 0.000969 0.0021155 0.0011596 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
14080 21 21 0.0 0.0 97.91 0.0031819 0.0117111 5.3519127 -0.0023001 0.0007162 0.0014819 0.0008384 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
14208 21 21 0.0 0.0 97.98 0.0028942 0.0119801 5.4945822 -0.0101551 0.0003831 0.0020473 0.0008905 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
14336 21 21 0.0 0.0 98.1 0.0029493 0.0116394 5.8222296 -0.0080212 0.0003433 0.002043 0.0010144 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
14464 21 21 0.0 0.0 98.29 0.0035562 0.0106633 6.3422886 -0.0046386 0.0003552 0.0016922 0.000876 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
14592 21 21 0.0 0.0 98.32 0.0031063 0.0117691 6.4538019 -0.0020822 0.0003467 0.0015495 0.001071 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
14720 21 21 0.0 0.0 98.38 0.0029384 0.0107113 6.7255156 -0.000297 0.0003193 0.0014687 0.0009443 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
14848 21 21 0.0 0.0 98.38 0.0031216 0.0118707 6.9863707 -0.0019134 0.0002998 0.0016136 0.0010324 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
14976 21 21 0.0 0.0 98.37 0.0029106 0.0116391 7.4142493 -0.0090326 0.0003063 0.0020393 0.0009302 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
15104 21 21 0.0 0.0 98.42 0.0030905 0.0104502 6.9587938 -0.00247 0.0003356 0.0015142 0.0010533 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
15232 21 21 0.0 0.0 98.28 0.0029833 0.0120465 6.6042948 -0.0029563 0.0002826 0.0015411 0.0008827 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
15360 21 21 0.0 0.0 98.48 0.0030077 0.0116264 7.0434953 -0.0007173 0.0004379 0.0013954 0.0008107 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
15488 21 21 0.0 0.0 98.22 0.0036023 0.0104837 6.9713385 -0.0137006 0.0005235 0.0021333 0.0009468 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
15616 21 21 0.0 0.0 97.77 0.004172 0.0120981 6.830233 -0.007124 0.0007406 0.0017354 0.0010085 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
15744 22 22 10.0 0.1 97.42 0.0038616 0.0117448 7.4680505 -0.0220627 0.0005607 0.0028716 0.001247 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 10.0} 
15872 22 22 10.0 0.1 97.05 0.0031461 0.0120469 7.2469618 -0.003424 0.0008905 0.001669 0.0010589 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 10.0} 
16000 22 22 10.0 0.1 96.66 0.0043102 0.0117203 7.33882 -0.004916 0.0009445 0.0017581 0.001067 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 10.0} 
16128 23 23 9.0 0.09000000000000001 96.47 0.0043834 0.010649 7.111561 -0.0176077 0.0013322 0.002178 0.0011069 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 9.0} 
16256 23 23 9.0 0.09000000000000001 96.61 0.0046637 0.0121655 6.8199324 -0.0061398 0.0017313 0.0018425 0.0010172 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 9.0} 
16384 23 23 9.0 0.09000000000000001 96.67 0.004715 0.0118584 6.9161049 -0.0215873 0.0056134 0.0023252 0.001948 0.0 0.0 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 9.0} 
