128 0 0 0.0 0.0 33.19 0.0683165 1.2377711 2.2566698 -3.4569951 1.3387849 0.2318431 0.0043826 0.0 81.6584142 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 32.44 0.0582185 1.2119657 4.2894157 -0.2505464 0.2569903 0.0520426 0.0154484 0.0 96.4961726 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 35.14 0.0286585 1.1381852 4.8908353 0.2218438 0.2131754 0.0254207 0.0174116 0.0 98.9302015 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 0 0 0.0 0.0 40.81 0.0202049 1.0869709 4.9257726 0.4016809 0.1876133 0.0124746 0.0086061 0.0 99.0744177 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 1 1 0.0 0.0 42.76 0.0188751 1.0345173 5.2199362 0.3646007 0.1307464 0.0106073 0.0067579 0.0 99.4943414 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 1 1 0.0 0.0 45.61 0.0183193 0.9981253 6.0152126 0.3223654 0.0995165 0.0097919 0.0056492 0.0 99.3668049 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 1 1 0.0 0.0 58.85 0.0174677 0.9791826 6.4767867 0.2730979 0.0738142 0.0091145 0.0053089 0.0 99.690654 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 1 1 0.0 0.0 60.45 0.0169653 0.9684844 7.0533833 0.2391573 0.0610279 0.0091933 0.0051586 0.0 99.5584693 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 2 2 0.0 0.0 58.8 0.0155329 0.9611597 7.5367797 0.2243482 0.0475841 0.0080383 0.0043066 0.0 99.5208418 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 2 2 0.0 0.0 61.64 0.0150885 0.9576828 7.6378198 0.1787295 0.0367409 0.0081378 0.0048488 0.0 99.5740344 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 2 2 0.0 0.0 63.4 0.0152154 0.9515398 7.8259568 0.1438452 0.0271034 0.0077615 0.0043169 0.0 99.5901751 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 2 2 0.0 0.0 61.58 0.014939 0.9420064 8.33611 0.1255118 0.0226683 0.0075654 0.0041575 0.0 99.4764535 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 3 3 0.0 0.0 63.05 0.0144139 0.9398475 8.5658206 0.104562 0.0179588 0.0071218 0.0040153 0.0 99.5230619 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1792 3 3 0.0 0.0 61.84 0.013927 0.9396363 8.8068491 0.0845177 0.0138544 0.0071232 0.0039925 0.0 99.6425086 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1920 3 3 0.0 0.0 60.95 0.013522 0.9240086 9.0152122 0.0753645 0.0119718 0.0069814 0.0038672 0.0 99.6184483 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2048 3 3 0.0 0.0 59.34 0.0134258 0.9131258 9.6498879 0.0588763 0.0118227 0.0070346 0.0042448 0.0 99.745698 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2176 3 3 0.0 0.0 60.3 0.0130847 0.9144641 9.7927609 0.050082 0.0100234 0.0068106 0.0042514 0.0 99.6162591 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2304 4 4 0.0 0.0 57.22 0.0123278 0.9193569 9.2430834 0.0485888 0.0082176 0.006346 0.0037061 0.0 99.6556145 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2432 4 4 0.0 0.0 55.51 0.012451 0.9050516 9.8422555 0.0404385 0.0079941 0.0064815 0.0038893 0.0 99.8125665 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2560 4 4 0.0 0.0 54.96 0.0116424 0.9040062 10.2105605 0.0285541 0.0068064 0.0067581 0.0036661 0.0 99.7589604 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2688 4 4 0.0 0.0 54.3 0.0115115 0.8973769 10.2822284 0.0353494 0.0065115 0.0059763 0.0037497 0.0 99.6762397 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2816 4 4 0.0 0.0 53.18 0.0116757 0.8873942 10.3288416 0.0259583 0.0061892 0.0062141 0.0044114 0.0 99.6095631 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2944 4 4 0.0 0.0 52.38 0.0113106 0.8879398 10.1812604 0.0218582 0.0056618 0.0059123 0.0040554 0.0 99.8091925 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3072 4 4 0.0 0.0 52.92 0.0115155 0.8900246 10.5835664 0.0204798 0.0051536 0.0057238 0.0043472 0.0 99.543366 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3200 4 4 0.0 0.0 53.88 0.0107573 0.8918692 11.2891531 0.0148808 0.0045656 0.0056478 0.0037392 0.0 99.5167947 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3328 4 4 0.0 0.0 53.66 0.0118405 0.8973956 10.7759982 0.0052553 0.0063653 0.0060857 0.0061108 0.0 99.7415622 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3456 4 4 0.0 0.0 55.39 0.0109965 0.8829066 11.2248633 0.006091 0.0046203 0.0059965 0.0044743 0.0 99.6719314 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3584 4 4 0.0 0.0 55.89 0.0111556 0.8841324 11.5912131 0.0094679 0.0046766 0.0055223 0.0046516 0.0 99.5113203 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3712 5 5 0.0 0.0 58.38 0.0113549 0.8840311 12.7518396 0.0053505 0.0055587 0.0057576 0.0050868 0.0 99.4735196 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3840 5 5 0.0 0.0 58.0 0.0107633 0.8844018 13.7289374 0.0069704 0.004508 0.0056832 0.0041115 0.0 99.5352584 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3968 5 5 0.0 0.0 58.14 0.0105332 0.8775739 14.4455159 0.0116498 0.0047727 0.00541 0.0039315 0.0 99.543782 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4096 5 5 0.0 0.0 60.42 0.0103352 0.8772232 14.8335412 0.0100609 0.0042608 0.0053765 0.003989 0.0 99.5911937 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4224 5 5 0.0 0.0 63.83 0.0101135 0.8761507 14.9317906 0.0039616 0.0042545 0.0055296 0.0038357 0.0 99.5393147 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4352 5 5 0.0 0.0 58.96 0.0100241 0.8603973 15.3863839 0.008257 0.003727 0.0052064 0.0034263 0.0 99.6825117 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4480 5 5 0.0 0.0 63.35 0.0104848 0.8496294 15.2592359 0.0054035 0.0040541 0.0053432 0.0036998 0.0 99.6780793 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4608 5 5 0.0 0.0 60.99 0.0101592 0.8457301 15.4158415 0.0064614 0.0041984 0.0052949 0.0033312 0.0 99.4658302 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4736 6 6 0.0 0.0 61.85 0.0102708 0.8556361 15.7135958 0.0057649 0.0038777 0.005243 0.0032493 0.0 99.4414443 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4864 6 6 0.0 0.0 59.07 0.0101398 0.85029 16.3560306 0.0011251 0.0036045 0.0051865 0.0033406 0.0 99.5521857 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
4992 6 6 0.0 0.0 57.56 0.0101739 0.862108 16.7988306 0.0012335 0.0033146 0.0051691 0.0036014 0.0 99.6103225 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5120 7 7 0.0 0.0 56.88 0.0095641 0.854242 17.4704221 0.0009578 0.0035335 0.0051313 0.003104 0.0 99.4346532 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5248 7 7 0.0 0.0 54.74 0.0096335 0.8482331 17.8918701 0.0041396 0.0031055 0.0050469 0.0033815 0.0 99.5559904 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5376 7 7 0.0 0.0 55.86 0.0095401 0.8470546 18.3059827 0.0013216 0.0030224 0.0048206 0.0031116 0.0 99.5412865 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5504 7 7 0.0 0.0 54.41 0.0091487 0.8449509 18.3607211 0.0004526 0.0026094 0.0049262 0.0033028 0.0 99.5651772 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5632 7 7 0.0 0.0 54.12 0.0091491 0.841272 18.0725627 -0.0022784 0.0027947 0.0050607 0.0032355 0.0 99.4253733 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5760 8 8 0.0 0.0 53.37 0.0093132 0.835682 18.063497 -0.003443 0.0026286 0.0051367 0.0035289 0.0 99.5278084 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
5888 9 9 0.0 0.0 51.51 0.0092358 0.8343149 18.2331905 -0.0018576 0.0029229 0.0049408 0.0035393 0.0 99.4842561 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6016 9 9 0.0 0.0 52.85 0.0089417 0.8287275 18.5632693 -0.0029653 0.0024921 0.0047572 0.0030769 0.0 99.4265519 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6144 9 9 0.0 0.0 53.4 0.0091862 0.8206162 19.1726585 0.0009994 0.0023974 0.0046687 0.0031655 0.0 99.7024657 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6272 9 9 0.0 0.0 53.28 0.0091144 0.8261934 19.6548601 -0.0045082 0.0024428 0.0047406 0.0035063 0.0 99.6400687 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6400 10 10 0.0 0.0 56.62 0.0088347 0.8217077 19.3735732 0.0003792 0.0023605 0.0047031 0.0030506 0.0 99.594685 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6528 10 10 0.0 0.0 56.54 0.008823 0.8176743 19.4911809 -0.001089 0.0022738 0.0045319 0.002851 0.0 99.6145642 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6656 10 10 0.0 0.0 57.69 0.0092834 0.8167215 19.7997512 -0.0078538 0.0029929 0.0049505 0.0047893 0.0 99.6559904 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6784 10 10 0.0 0.0 59.86 0.0093667 0.8225794 19.548531 -0.0078648 0.0038058 0.0049696 0.0042676 0.0 99.5655311 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
6912 10 10 0.0 0.0 58.64 0.0096924 0.8225913 19.4350592 -0.0100489 0.0051977 0.0053824 0.0083018 0.0 99.5835844 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7040 11 11 0.0 0.0 60.97 0.0095554 0.8282241 19.820053 -0.0081122 0.0050081 0.0051002 0.0047163 0.0 99.6294987 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7168 11 11 0.0 0.0 60.02 0.0091471 0.8302808 20.8612882 -0.0088677 0.0036487 0.0048662 0.0033723 0.0 99.7282698 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7296 11 11 0.0 0.0 60.04 0.0098168 0.8349724 20.3487244 -0.0092055 0.0041927 0.0050574 0.005274 0.0 99.7642373 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7424 11 11 0.0 0.0 58.82 0.0097788 0.8411228 21.4117304 -0.0102722 0.0044768 0.005179 0.0053099 0.0 99.4468874 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7552 12 12 0.0 0.0 61.93 0.0111589 0.8362222 21.8697219 -0.0128914 0.0076808 0.0057802 0.0079622 0.0 99.6662956 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7680 12 12 0.0 0.0 63.63 0.0108667 0.833003 20.6781681 -0.0100769 0.0077144 0.0059616 0.006844 0.0 99.6560102 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7808 12 12 0.0 0.0 61.7 0.0117047 0.8231561 20.8156401 -0.0207652 0.0100931 0.0067778 0.0128902 0.0 99.5553953 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
7936 12 12 0.0 0.0 63.8 0.0114637 0.8214954 21.9835937 -0.0162525 0.0091812 0.0064421 0.0117308 0.0 99.4858398 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8064 12 12 0.0 0.0 62.02 0.0111948 0.820165 22.5925315 -0.0142891 0.0092723 0.0060602 0.0087667 0.0 99.3104156 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8192 12 12 0.0 0.0 61.31 0.0113475 0.8192313 22.0062949 -0.0048319 0.0067465 0.0057089 0.0061401 0.0 99.403908 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8320 12 12 0.0 0.0 60.21 0.0108192 0.8186642 22.8547925 -0.0128001 0.0065983 0.0060492 0.0065639 0.0 99.4376284 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8448 12 12 0.0 0.0 60.04 0.0115664 0.8092672 23.1119118 -0.0096962 0.0067234 0.0061023 0.006832 0.0 99.3679715 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8576 12 12 0.0 0.0 56.88 0.0116538 0.8042863 22.6153455 -0.0175201 0.0064684 0.0062333 0.0063434 0.0 99.5898842 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8704 12 12 0.0 0.0 58.33 0.0124508 0.8002593 23.6358267 -0.0168812 0.0073745 0.006363 0.0075942 0.0 99.530778 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8832 13 13 0.0 0.0 57.41 0.0116725 0.7962032 24.4475873 -0.0085622 0.0051852 0.0062132 0.0056856 0.0 99.4837523 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
8960 13 13 0.0 0.0 55.24 0.0116967 0.8005462 25.3149095 -0.0037726 0.0065636 0.0062449 0.005341 0.0 99.5470465 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
