128 0 0 0.0 0.0 42.6 0.0629197 1.2510085 0.9434356 -2.9372223 0.977322 0.1969489 0.0039046 0.0 69.0228631 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 43.08 0.0514826 1.2476492 0.9092379 -0.1637087 0.1789636 0.0407702 0.0125468 0.0 90.2958034 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 48.95 0.0316177 1.1888506 1.1654716 0.1169948 0.1635602 0.0246586 0.0191056 0.0 93.8960205 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 1 1 0.0 0.0 55.47 0.0212956 1.1384914 1.6994764 0.2569068 0.1137506 0.013184 0.0108447 0.0 95.4989015 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 1 1 0.0 0.0 56.68 0.0173002 1.1069655 2.2113193 0.2733417 0.0972689 0.0101348 0.008784 0.0 95.8032985 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 1 1 0.0 0.0 58.32 0.0171908 1.0834321 2.6013936 0.2399539 0.0716642 0.0092766 0.0073466 0.0 96.0533216 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 1 1 0.0 0.0 61.07 0.0158739 1.0567674 2.9305113 0.196969 0.0548355 0.0090854 0.0062961 0.0 96.5120968 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 2 2 0.0 0.0 57.93 0.0142793 1.0426264 3.201416 0.1861949 0.0467988 0.0079953 0.0052181 0.0 95.9503691 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 2 2 0.0 0.0 59.8 0.0136632 1.0213425 3.2816592 0.1729097 0.0390773 0.0071628 0.0044811 0.0 96.5086712 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 2 2 0.0 0.0 58.06 0.0125215 1.022261 3.3876957 0.1485101 0.0278653 0.0066483 0.0046644 0.0 96.1180123 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 3 3 0.0 0.0 58.62 0.0124176 1.0091832 3.5962822 0.1302957 0.0226287 0.0064948 0.0041002 0.0 96.6021019 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 3 3 0.0 0.0 57.89 0.0109573 1.0093805 3.683061 0.1079266 0.0175177 0.0057262 0.0033023 0.0 96.4022243 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 3 3 0.0 0.0 59.15 0.0107035 1.0083206 3.747749 0.0947434 0.0127252 0.005664 0.0035353 0.0 96.7712986 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1792 3 3 0.0 0.0 59.31 0.0101425 0.9989743 3.7186271 0.0781239 0.0111327 0.0052835 0.0031432 0.0 96.8142113 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1920 3 3 0.0 0.0 58.05 0.009664 0.9986602 3.7651621 0.0703477 0.0096673 0.0050772 0.0028361 0.0 97.0275838 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2048 4 4 0.0 0.0 59.67 0.0092649 0.9939431 3.8539717 0.0622814 0.0070214 0.0047293 0.0029815 0.0 96.9623846 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2176 4 4 0.0 0.0 59.44 0.0090791 0.9969319 3.6826067 0.0487763 0.0059506 0.0046966 0.0030097 0.0 96.836679 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2304 4 4 0.0 0.0 58.83 0.0084444 0.9828251 3.6298018 0.0387317 0.0049273 0.0045938 0.0027409 0.0 97.2007418 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2432 4 4 0.0 0.0 57.89 0.0084479 0.9710228 3.6124168 0.0326676 0.0041881 0.0042878 0.0031518 0.0 96.6430274 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
