128 0 0 0.0 0.0 46.91 0.0352637 1.3409404 1.4943065 -0.1609861 0.0022283 0.0109483 0.0003937 0.0 55.9523717 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 47.15 0.0313871 1.2392519 0.5430376 -0.213285 0.0079401 0.0159775 0.007498 0.0 85.2691801 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 46.67 0.017124 1.1718308 0.4685787 -0.1242701 0.0112933 0.0129912 0.0113058 0.0 91.1128756 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
512 1 1 0.0 0.0 47.02 0.0124709 1.1120787 0.5787081 -0.0298442 0.0081849 0.0080997 0.0060278 0.0 94.9351268 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
640 1 1 0.0 0.0 47.58 0.0091541 1.0813724 0.6153547 0.0021586 0.0073856 0.0062912 0.0041589 0.0 95.3694658 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
768 1 1 0.0 0.0 49.5 0.0074723 1.0624236 0.6211512 0.0275072 0.0053093 0.0041276 0.0024296 0.0 95.8056937 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
896 1 1 0.0 0.0 50.16 0.0067181 1.0462348 0.6321456 0.0364277 0.0041019 0.0035746 0.0021046 0.0 96.4953727 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 1 1 0.0 0.0 50.23 0.0066946 1.0360131 0.6502031 0.0304435 0.0036244 0.0033792 0.0018087 0.0 96.7855665 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 1 1 0.0 0.0 50.37 0.0069829 1.0361955 0.6756298 0.0262758 0.0030441 0.0034155 0.0018583 0.0 96.8708667 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 2 2 0.0 0.0 50.37 0.0063838 1.0397848 0.6814229 0.0236199 0.002722 0.0032888 0.0015805 0.0 96.3321615 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 2 2 0.0 0.0 51.14 0.0062812 1.0216318 0.6953925 0.0217939 0.0022659 0.0032127 0.0016062 0.0 96.5818953 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 2 2 0.0 0.0 50.81 0.0069266 1.0175017 0.7094523 0.0166482 0.0019712 0.0032175 0.0016219 0.0 96.7134529 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 2 2 0.0 0.0 50.24 0.0067632 1.0232699 0.7362662 0.0010051 0.001704 0.0038315 0.0020635 0.0 97.0578306 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1792 2 2 0.0 0.0 50.63 0.0062354 1.0038223 0.7879349 0.0041874 0.0016496 0.0036688 0.0018651 0.0 96.817964 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
1920 2 2 0.0 0.0 51.62 0.0062714 0.9926772 0.79513 0.0088561 0.001683 0.0032228 0.0017343 0.0 96.9934195 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2048 2 2 0.0 0.0 50.04 0.0060128 0.9955143 0.7658596 0.0093546 0.00127 0.0029695 0.001668 0.0 96.6547807 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2176 2 2 0.0 0.0 50.35 0.0062101 0.9886373 0.7697601 0.0012946 0.0012523 0.003347 0.002034 0.0 96.6719813 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2304 3 3 0.0 0.0 50.02 0.0061292 0.9787195 0.7696075 0.0007331 0.0013611 0.0032256 0.0019547 0.0 96.7723098 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2432 3 3 0.0 0.0 50.05 0.0060975 0.965956 0.7652936 0.005458 0.001331 0.0030296 0.0019984 0.0 97.2634634 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2560 3 3 0.0 0.0 50.19 0.0072248 0.9554159 0.7992082 -0.0005966 0.0016354 0.0034205 0.0027324 0.0 97.0988628 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2688 3 3 0.0 0.0 50.06 0.0068205 0.9528312 0.8303775 -0.0077532 0.0018393 0.0037597 0.0036377 0.0 97.1654107 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2816 3 3 0.0 0.0 49.77 0.007268 0.9470669 0.8440864 -0.0029483 0.0021798 0.0035976 0.0027291 0.0 96.721041 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
2944 4 4 0.0 0.0 48.05 0.0075493 0.9554413 0.8609562 -0.0110958 0.0031383 0.0041046 0.0040012 0.0 96.7370976 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
3072 4 4 0.0 0.0 48.43 0.0072719 0.9519224 0.8616513 -0.0050174 0.0032562 0.0040089 0.0032894 0.0 96.4510315 0.0  {'room_id': 0, 'explored_rooms': 1, 'raw_score': 0.0} 
